row_label_raw,row_label_full,col_0,Giá gốc/Số có khả năng trả nợ,Giá gốc/Số có khả năng trả nợ_1,numeric__Giá gốc/Số có khả năng trả nợ,numeric__Giá gốc/Số có khả năng trả nợ_1
,,,31/12/2025VND,1/1/2025VND,,
Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát,,
Công ty Liên doanh TNHH Crown Sài Gòn,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát > Công ty Liên doanh TNHH Crown Sài Gòn,Công ty Liên doanh TNHH Crown Sài Gòn,404.695.685.526,446.313.320.167,404695685526.0,446313320167.0
Công ty Cổ phần Bia Sài Gòn - Miền Trung,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát > Công ty Cổ phần Bia Sài Gòn - Miền Trung,Công ty Cổ phần Bia Sài Gòn - Miền Trung,39.166.065.023,38.664.745.341,39166065023.0,38664745341.0
Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát > Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,Công ty Cổ phần Bia Sài Gòn - Vĩnh Long,34.403.865.430,28.379.820.142,34403865430.0,28379820142.0
Công ty Cổ phần Bia Sài Gòn - Bến Tre,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát > Công ty Cổ phần Bia Sài Gòn - Bến Tre,Công ty Cổ phần Bia Sài Gòn - Bến Tre,21.172.356.877,16.915.645.267,21172356877.0,16915645267.0
Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát > Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,Công ty Cổ phần Bia Sài Gòn - Khánh Hòa,21.139.247.410,32.278.282.663,21139247410.0,32278282663.0
Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát > Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô,Công ty Cổ phần Bia - Nước Giải Khát Sài Gòn - Tây Đô,17.632.536.707,25.593.577.798,17632536707.0,25593577798.0
Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát > Công ty Cổ phần Bia Sài Gòn - Phú Thọ,Công ty Cổ phần Bia Sài Gòn - Phú Thọ,17.101.523.344,7.998.013.482,17101523344.0,7998013482.0
Công ty Cổ phần Bia Sài Gòn - Kiên Giang,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát > Công ty Cổ phần Bia Sài Gòn - Kiên Giang,Công ty Cổ phần Bia Sài Gòn - Kiên Giang,9.331.990.057,9.331.990.057,9331990057.0,9331990057.0
Công ty TNHH Bao bì Saṃ Miguel Yamamura Phú Thọ,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát > Công ty TNHH Bao bì Saṃ Miguel Yamamura Phú Thọ,Công ty TNHH Bao bì Saṃ Miguel Yamamura Phú Thọ,5.129.997.840,6.269.098.000,5129997840.0,6269098000.0
Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Các công ty liên kết và cơ sở kinh doanh đồng kiểm soát > Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,Công ty Cổ phần Bia Sài Gòn - Bạc Liêu,2.355.397.000,12.783.020.316,2355397000.0,12783020316.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,
Công ty TNHH Lon Nước Giải Khát TBC-Ball Việt Nam,Các bên liên quan khác > Công ty TNHH Lon Nước Giải Khát TBC-Ball Việt Nam,Công ty TNHH Lon Nước Giải Khát TBC-Ball Việt Nam,178.441.153.023,195.073.264.313,178441153023.0,195073264313.0
Công ty Cổ phần Tập đoàn Bao bì Sài Gòn,Các bên liên quan khác > Công ty Cổ phần Tập đoàn Bao bì Sài Gòn,Công ty Cổ phần Tập đoàn Bao bì Sài Gòn,72.480.273.019,69.127.226.472,72480273019.0,69127226472.0
"Sustainability Expo Co., Ltd","Các bên liên quan khác > Sustainability Expo Co., Ltd","Sustainability Expo Co., Ltd",913.277.100,-,913277100.0,
"Dhospaak Co., Ltd","Các bên liên quan khác > Dhospaak Co., Ltd","Dhospaak Co., Ltd",141.278.855,-,141278855.0,
Công ty TNHH MM Mega Market (Việt Nam),Các bên liên quan khác > Công ty TNHH MM Mega Market (Việt Nam),Công ty TNHH MM Mega Market (Việt Nam),71.462.255,-,71462255.0,
"Bangkok Art Biennale Management Co., Ltd","Các bên liên quan khác > Bangkok Art Biennale Management Co., Ltd","Bangkok Art Biennale Management Co., Ltd",-,767.640.000,,767640000.0
