row_label_raw,row_label_full,Tiền thuê đất phải trả cho Nhà nước (Thuyết minh 12(b)),31/12/2025VND > 51.602.316.000,1/1/2025VND > 51.602.316.000,numeric__31/12/2025VND > 51.602.316.000,numeric__1/1/2025VND > 51.602.316.000
Nhận ký quỹ dài hạn,Nhận ký quỹ dài hạn,Nhận ký quỹ dài hạn,1.645.226.136,1.645.226.136,1645226136.0,1645226136.0
,,,53.247.542.136,53.247.542.136,53247542136.0,53247542136.0
