row_label_raw,row_label_full,Tên,Chức vụ,Thu nhập,Thu nhập_1,numeric__Chức vụ,numeric__Thu nhập,numeric__Thu nhập_1
Tên,Tên,Tên,Chức vụ,Năm nay,Năm trước,,,
Lê Viết Hải,Tên > Lê Viết Hải,Lê Viết Hải,Chủ tịch HDQT,5.986.849.541,2.540.320.223,,5986849541.0,2540320223.0
Phan Ngọc Thạnh,Tên > Phan Ngọc Thạnh,Phan Ngọc Thạnh,Thành viên HDQT,2.430.687.357,1.004.466.291,,2430687357.0,1004466291.0
David Martin Ruiz,Tên > David Martin Ruiz,David Martin Ruiz,"Thành viên HDQT,TVHDQT không điều hành",5.295.838.524,-,,5295838524.0,
Park Seok Bae,Tên > Park Seok Bae,Park Seok Bae,"Thành viên HDQT,TVHDQT không điều hành",-,248.482.917,,,248482917.0
Đặng Doãn Kiên,Tên > Đặng Doãn Kiên,Đặng Doãn Kiên,"Thành viên HDQT độc lập,TVHDQT không điều hành",-,394.569.027,,,394569027.0
Phương Công Thắng,Tên > Phương Công Thắng,Phương Công Thắng,"Thành viên HDQT độc lập,TVHDQT không điều hành",-,371.359.084,,,371359084.0
Đặng Hồng Anh,Tên > Đặng Hồng Anh,Đặng Hồng Anh,"Thành viên HDQT độc lập,TVHDQT không điều hành",-,229.368.846,,,229368846.0
Nguyễn Văn Tịnh,Tên > Nguyễn Văn Tịnh,Nguyễn Văn Tịnh,Chánh VP HDQT,-,133.115.848,,,133115848.0
Nguyễn Thị Mỹ Hạnh,Tên > Nguyễn Thị Mỹ Hạnh,Nguyễn Thị Mỹ Hạnh,Thư kí VP HDQT,-,79.869.509,,,79869509.0
Trương Quang Nhật,Tên > Trương Quang Nhật,Trương Quang Nhật,Phó Tổng Giám đốc,5.373.143.533,3.514.659.965,,5373143533.0,3514659965.0
Nguyễn Tấn Thọ,Tên > Nguyễn Tấn Thọ,Nguyễn Tấn Thọ,Phó Tổng Giám đốc,3.407.135.202,2.139.636.778,,3407135202.0,2139636778.0
Nguyễn Hùng Cường,Tên > Nguyễn Hùng Cường,Nguyễn Hùng Cường,Phó Tổng Giám đốc,3.012.074.527,1.721.735.095,,3012074527.0,1721735095.0
Lê Quốc Duy,Tên > Lê Quốc Duy,Lê Quốc Duy,Phó Tổng Giám đốc,201.320.000,1.551.457.112,,201320000.0,1551457112.0
Dương Đình Thanh,Tên > Dương Đình Thanh,Dương Đình Thanh,Phó Tổng Giám đốc,4.062.527.344,2.754.608.851,,4062527344.0,2754608851.0
Lê Viết Hiểu,Tên > Lê Viết Hiểu,Lê Viết Hiểu,Phó Tổng Giám đốcthrường trực,4.806.572.339,2.442.325.269,,4806572339.0,2442325269.0
Đinh Văn Thanh,Tên > Đinh Văn Thanh,Đinh Văn Thanh,Phó Tổng Giám đốc,1.284.193.081,801.054.826,,1284193081.0,801054826.0
Hồ Ngọc Phương,Tên > Hồ Ngọc Phương,Hồ Ngọc Phương,PTGD Công nghiệp - từtháng 1 năm 2021 đếntháng 6 năm 2021,-,764.925.000,,,764925000.0
Nguyễn Hồng Mạnh,Tên > Nguyễn Hồng Mạnh,Nguyễn Hồng Mạnh,PTGD Đối ngoại - từ tháng1 năm 2021 đến tháng 6năm 2021,-,375.700.000,,,375700000.0
Nguyễn Minh Trung,Tên > Nguyễn Minh Trung,Nguyễn Minh Trung,Thành viênTiểu ban lương thường,1.844.409.184,-,,1844409184.0,
Cao Thị Diễm Châu,Tên > Cao Thị Diễm Châu,Cao Thị Diễm Châu,Thành viênTiểu ban lương thường,1.155.159.160,79.869.509,,1155159160.0,79869509.0
Nguyễn Trung Kiên,Tên > Nguyễn Trung Kiên,Nguyễn Trung Kiên,Thành viênTiểu ban chiến lược,2.022.682.013,-,,2022682013.0,
Hoàng Quang Huy,Tên > Hoàng Quang Huy,Hoàng Quang Huy,Thành viênTiểu ban kiểm toán,-,736.672.679,,,736672679.0
Phạm Lâm QuỳnhTrâm,Tên > Phạm Lâm QuỳnhTrâm,Phạm Lâm QuỳnhTrâm,Thành viênTiểu ban kiểm toán,-,418.012.679,,,418012679.0
TỔNG CỘNG,Tên > TỔNG CỘNG,TỔNG CỘNG,,40.882.591.805,22.089.224.151,,40882591805.0,22089224151.0
