row_label_raw,row_label_full,Công ty Cổ phần Du lịch Hòa Bình Việt Nam,Số đầu năm > 237.239.174,Dự phòng trích lập trong năm > 5.075.060.246,VND Số cuối năm > 5.312.299.420,numeric__Số đầu năm > 237.239.174,numeric__Dự phòng trích lập trong năm > 5.075.060.246,numeric__VND Số cuối năm > 5.312.299.420
Công ty Cổ phần Sài Gòn - Rạch Giá,Công ty Cổ phần Sài Gòn - Rạch Giá,Công ty Cổ phần Sài Gòn - Rạch Giá,10.755.275.990,399.481.407,11.154.757.397,10755275990.0,399481407.0,11154757397.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,10.992.515.164,5.474.541.653,16.467.056.817,10992515164.0,5474541653.0,16467056817.0
