row_label_raw,row_label_full,Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đang thực hiện > Doanh thu được ghi nhận trong năm của hợp đồng xây dựng đã hoàn thành,Năm nay > 9.235.151.080.273 > 4.592.327.984.319,VNDNăm trước > 9.749.823.931.531 > 1.103.494.714.898,numeric__Năm nay > 9.235.151.080.273 > 4.592.327.984.319,numeric__VNDNăm trước > 9.749.823.931.531 > 1.103.494.714.898
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,13.827.479.064.592,10.853.318.646.429,13827479064592.0,10853318646429.0
Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày kết thúc kỳ kế toán năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày kết thúc kỳ kế toán năm,Tổng doanh thu lũy kế của hợp đồng xây dựng đang thực hiện đến ngày kết thúc kỳ kế toán năm,13.370.002.234.569,18.266.268.735.417,13370002234569.0,18266268735417.0
