row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty Cổ phần Kỹ thuật Jesco Hòa Bình,Công ty Cổ phần Kỹ thuật Jesco Hòa Bình,Công ty Cổ phần Kỹ thuật Jesco Hòa Bình,Công ty liên kết,
Công ty Cổ phần Trang trí Nội thất Onwa Tech,Công ty Cổ phần Trang trí Nội thất Onwa Tech,Công ty Cổ phần Trang trí Nội thất Onwa Tech,Công ty liên kết,
Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt,Công ty liên kết,
Công ty Cổ phần 479 Hòa Bình,Công ty Cổ phần 479 Hòa Bình,Công ty Cổ phần 479 Hòa Bình,Công ty liên kết,
Lê Viết Hải,Lê Viết Hải,Lê Viết Hải,Chữ tịch HĐQT,
Lê Viết Hòa,Lê Viết Hòa,Lê Viết Hòa,Con ruột của Chủ tịch,
Lê Viết Hiếu,Lê Viết Hiếu,Lê Viết Hiếu,Phó chủ tịch HĐQT kiểmPhó Tổng giám đốc thường trực,
Lê Quốc Duy,Lê Quốc Duy,Lê Quốc Duy,Thành viên HĐQT(đến ngày 27 tháng 6 năm 2023)Phó Tổng giám đốc(đến ngày 23 tháng 3 năm 2023),
David Martin Ruiz,David Martin Ruiz,David Martin Ruiz,Thành viên HĐQT(đến ngày 27 tháng 6 năm 2023),
Phan Ngọc Thạnh,Phan Ngọc Thạnh,Phan Ngọc Thạnh,Thành viên HĐQT(đến ngày 25 tháng 4 năm 2022),
Park Seok Bae,Park Seok Bae,Park Seok Bae,Thành viên HĐQT(đến ngày 25 tháng 4 năm 2022),
Nguyễn Tường Bảo,Nguyễn Tường Bảo,Nguyễn Tường Bảo,Thành viên HĐQT độc lập kiểmChủ tịch Ủy ban kiểm toán,
Dương Văn Hùng,Dương Văn Hùng,Dương Văn Hùng,Thành viên HĐQT độc lậpkiêm Thành viên kiểm toán(đến ngày 27 tháng 6 năm 2023),
Nguyễn Công Phú,Nguyễn Công Phú,Nguyễn Công Phú,Thành viên HĐQT độc lậpkiêm Thành viên kiểm toán(đến ngày 27 tháng 6 năm 2023),
Albert Antoine,Albert Antoine,Albert Antoine,Thành viên HĐQT không điều hành(đến ngày 27 tháng 6 năm 2023),
