row_label_raw,row_label_full,col_0,"VNDNhà cửa, vật kiến trúc","numeric__VNDNhà cửa, vật kiến trúc"
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,
Số đầu năm và số cuối năm,Nguyên giá > Số đầu năm và số cuối năm,Số đầu năm và số cuối năm,12.926.425.717,12926425717.0
Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,
Số đầu năm,Giá trị khấu hao lũy kế > Số đầu năm,Số đầu năm,(1.966.277.140),-1966277140.0
Khấu hao trong năm,Giá trị khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,(661.089.824),-661089824.0
Số cuối năm,Giá trị khấu hao lũy kế > Số cuối năm,Số cuối năm,(2.627.366.964),-2627366964.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,10.960.148.577,10960148577.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,10.299.058.753,10299058753.0
