row_label_raw,row_label_full,Ngắn hạnĐầu tư nằm giữ đến ngày đáo hạn(Thuyết minh số 6.1) > Dài hạnĐầu tư vào các công ty liên kết(Thuyết minh số 6.2) > Đầu tư góp vốn vào các đơn vị khác(Thuyết minh số 6.3) > Đầu tư nằm giữ đến ngày đáo hạn(Thuyết minh số 6.1),Số cuối năm > 43.770.386.739 > 197.009.771.455 > 154.582.371.455 > 40.427.400.000 > 2.000.000.000,VND Số đầu năm > 70.461.449.557 > 216.860.756.137 > 151.967.096.137 > 62.893.660.000 > 2.000.000.000,numeric__Số cuối năm > 43.770.386.739 > 197.009.771.455 > 154.582.371.455 > 40.427.400.000 > 2.000.000.000,numeric__VND Số đầu năm > 70.461.449.557 > 216.860.756.137 > 151.967.096.137 > 62.893.660.000 > 2.000.000.000
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,240.780.158.194,287.322.205.694,240780158194.0,287322205694.0
Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,Dự phòng đầu tư tài chính dài hạn,(16.467.056.817),(22.825.645.164),-16467056817.0,-22825645164.0
Trong đó:Dự phòng đầu tư vào các đơn vị khác,Trong đó:Dự phòng đầu tư vào các đơn vị khác,Trong đó:Dự phòng đầu tư vào các đơn vị khác,(16.467.056.817),(22.825.645.164),-16467056817.0,-22825645164.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,224.313.101.377,264.496.560.530,224313101377.0,264496560530.0
