row_label_raw,row_label_full,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Nợ gốc,Nợ gốc,Nợ gốc,Dự phòng,Nợ gốc,Dự phòng,,,
124.490.373.682,Nợ gốc > 124.490.373.682,124.490.373.682,124.490.373.682,13.333.257.642,6.630.465.570,124490373682.0,13333257642.0,6630465570.0
76.856.255.763,Nợ gốc > 76.856.255.763,76.856.255.763,53.577.674.425,41.566.680.536,22.146.896.070,53577674425.0,41566680536.0,22146896070.0
65.713.427.000,Nợ gốc > 65.713.427.000,65.713.427.000,38.713.427.000,3.871.342.700,3.871.342.700,38713427000.0,3871342700.0,3871342700.0
48.446.929.137,Nợ gốc > 48.446.929.137,48.446.929.137,48.446.929.137,7.052.408.612,-,48446929137.0,7052408612.0,
40.406.693.992,Nợ gốc > 40.406.693.992,40.406.693.992,24.518.469.383,-,-,24518469383.0,,
32.918.319.086,Nợ gốc > 32.918.319.086,32.918.319.086,7.403.704.707,-,-,7403704707.0,,
28.679.793.751,Nợ gốc > 28.679.793.751,28.679.793.751,28.679.793.751,40.171.371.096,21.378.762.816,28679793751.0,40171371096.0,21378762816.0
27.250.489.252,Nợ gốc > 27.250.489.252,27.250.489.252,27.250.489.252,26.778.543.639,25.674.396.848,27250489252.0,26778543639.0,25674396848.0
22.651.464.456,Nợ gốc > 22.651.464.456,22.651.464.456,14.026.501.900,-,-,14026501900.0,,
20.790.695.324,Nợ gốc > 20.790.695.324,20.790.695.324,20.790.695.324,28.758.860.430,13.376.407.356,20790695324.0,28758860430.0,13376407356.0
3.177.268.361.739,Nợ gốc > 3.177.268.361.739,3.177.268.361.739,37.780.270.237,4.573.923.126.036,24.489.098.591,37780270237.0,4573923126036.0,24489098591.0
3.665.472.803.182,Nợ gốc > 3.665.472.803.182,3.665.472.803.182,425.678.328.798,4.735.455.590.691,117.567.369.951,425678328798.0,4735455590691.0,117567369951.0
