row_label_raw,row_label_full,Lỗ thuế sang năm sau (Thuyết minh số 32.4) > Chi phí lãi vay vượt ngưỡng quy định(Thuyết minh số 32.5),1.213.125.926.495 > 543.714.825.571,numeric__1.213.125.926.495 > 543.714.825.571
"Các chênh lệch tạm thời, trong đó:Dự phòng nợ phải thu khó đòi","Các chênh lệch tạm thời, trong đó:Dự phòng nợ phải thu khó đòi","Các chênh lệch tạm thời, trong đó:Dự phòng nợ phải thu khó đòi",1.443.903.186.156,1443903186156.0
Dự phòng giảm giá hang tồn kho,Dự phòng giảm giá hang tồn kho,Dự phòng giảm giá hang tồn kho,28.601.461.321,28601461321.0
