row_label_raw,row_label_full,Tổ chức thu xếp phát hành > Công ty Chứng khoán ACB > Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam,Trái chủ > Ngân hàng Thương mại Cổ phần Hàng hải Việt Nam – Chi nhánh Thành phố Hồ Chí Minh > Quỹ Đầu Tư Hạ Tầng PVI > Quỹ Đầu Tư Cơ Hội PVI > Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam,Số cuối năm VND > 376.000.000.000 > 75.000.000.000 > 425.000.000.000 > 38.700.000.000 > 55.900.000.000,Kỳ hạn trả gốc > Ngày 30 tháng 12 năm 2026 > Ngày 27 tháng 1 năm 2025 > Ngày 31 tháng 10 năm 2025 > Ngày 25 tháng 11 năm 2025,Mục đích vay > Bổ sung vốn lưu động,"Tài sản đảm bảo(Thuyết minh số 5, 6.1, 8 và 13) > Các khoản tương đương tiền, cổ phiếu của Công ty > Tiền gửi có kỳ hạn, máy móc và thiết bị",numeric__Trái chủ > Ngân hàng Thương mại Cổ phần Hàng hải Việt Nam – Chi nhánh Thành phố Hồ Chí Minh > Quỹ Đầu Tư Hạ Tầng PVI > Quỹ Đầu Tư Cơ Hội PVI > Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam,numeric__Số cuối năm VND > 376.000.000.000 > 75.000.000.000 > 425.000.000.000 > 38.700.000.000 > 55.900.000.000,numeric__Kỳ hạn trả gốc > Ngày 30 tháng 12 năm 2026 > Ngày 27 tháng 1 năm 2025 > Ngày 31 tháng 10 năm 2025 > Ngày 25 tháng 11 năm 2025,numeric__Mục đích vay > Bổ sung vốn lưu động,"numeric__Tài sản đảm bảo(Thuyết minh số 5, 6.1, 8 và 13) > Các khoản tương đương tiền, cổ phiếu của Công ty > Tiền gửi có kỳ hạn, máy móc và thiết bị"
Chi phí phát hành trái phiếu chưa phân bổ,Chi phí phát hành trái phiếu chưa phân bổ,Chi phí phát hành trái phiếu chưa phân bổ,,(8.922.666.667),,,,,-8922666667.0,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,961.677.333.333,,,,,961677333333.0,,,
Trong đó: Trái phiếu dài hạn,Trong đó: Trái phiếu dài hạn,Trong đó: Trái phiếu dài hạn,,961.677.333.333,,,,,961677333333.0,,,
Lãi suất trái phiếu,Lãi suất trái phiếu,Lãi suất trái phiếu,,,,,,,,,,
