row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng (lỗ) lợi nhuận kế toán trước thuế,Tổng (lỗ) lợi nhuận kế toán trước thuế,Tổng (lỗ) lợi nhuận kế toán trước thuế,(2.333.941.696.023),148.564.294.812,-2333941696023.0,148564294812.0
Thuế TNDN theo thuế suất áp dụng cho Tập đoàn,Thuế TNDN theo thuế suất áp dụng cho Tập đoàn,Thuế TNDN theo thuế suất áp dụng cho Tập đoàn,(466.788.339.205),29.712.858.962,-466788339205.0,29712858962.0
Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,Các khoản điều chỉnh:,,
Dự phòng nợ phải thu khó đòi,Các khoản điều chỉnh: > Dự phòng nợ phải thu khó đòi,Dự phòng nợ phải thu khó đòi,288.780.637.231,-,288780637231.0,
Chi phí không được trừ,Các khoản điều chỉnh: > Chi phí không được trừ,Chi phí không được trừ,97.595.734.610,13.334.218.455,97595734610.0,13334218455.0
Tài sân thuế TNDN hoãn lại chưa ghi nhận cho các khoản lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai,Các khoản điều chỉnh: > Tài sân thuế TNDN hoãn lại chưa ghi nhận cho các khoản lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai,Tài sân thuế TNDN hoãn lại chưa ghi nhận cho các khoản lỗ có thể sử dụng để bù trừ với thu nhập chịu thuế trong tương lai,242.625.185.299,20.816.078.972,242625185299.0,20816078972.0
Điều chỉnh thuế TNDN trích thiếu năm trước,Các khoản điều chỉnh: > Điều chỉnh thuế TNDN trích thiếu năm trước,Điều chỉnh thuế TNDN trích thiếu năm trước,574.254.915,4.015.018.051,574254915.0,4015018051.0
Phân bổ lợi thế thương mại,Các khoản điều chỉnh: > Phân bổ lợi thế thương mại,Phân bổ lợi thế thương mại,1.363.987.812,1.111.872.921,1363987812.0,1111872921.0
(Lỗ) lãi được chia từ các công ty liên kết,Các khoản điều chỉnh: > (Lỗ) lãi được chia từ các công ty liên kết,(Lỗ) lãi được chia từ các công ty liên kết,(946.580.064),1.066.896.393,-946580064.0,1066896393.0
Thu nhập tử cố tức,Các khoản điều chỉnh: > Thu nhập tử cố tức,Thu nhập tử cố tức,-,7.281.468.872,,7281468872.0
Lãi thanh lý công ty con,Các khoản điều chỉnh: > Lãi thanh lý công ty con,Lãi thanh lý công ty con,(11.252.857.655),(17.549.425.428),-11252857655.0,-17549425428.0
Điều chỉnh do hợp nhất,Các khoản điều chỉnh: > Điều chỉnh do hợp nhất,Điều chỉnh do hợp nhất,84.582.943.965,(8.194.644.932),84582943965.0,-8194644932.0
Chi phí thuế TNDN,Các khoản điều chỉnh: > Chi phí thuế TNDN,Chi phí thuế TNDN,236.534.966.908,51.594.342.266,236534966908.0,51594342266.0
