row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc","Máy móc,thiết bị",Phương tiệnvận tải,Thiết bịvăn phòng,VNDTổng cộng,"numeric__Nhà cửa,vật kiến trúc","numeric__Máy móc,thiết bị",numeric__Phương tiệnvận tải,numeric__Thiết bịvăn phòng,numeric__VNDTổng cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Số đầu năm,Nguyên giá > Số đầu năm,Số đầu năm,95.869.477.772,1.856.580.144.416,73.403.568.143,21.632.783.395,2.047.485.973.726,95869477772.0,1856580144416.0,73403568143.0,21632783395.0,2047485973726.0
Mua mới,Nguyên giá > Mua mới,Mua mới,-,230.294.450.131,702.334.007,776.608.940,231.773.393.078,,230294450131.0,702334007.0,776608940.0,231773393078.0
Đầu tư xây dựng cơ bản hoàn thành,Nguyên giá > Đầu tư xây dựng cơ bản hoàn thành,Đầu tư xây dựng cơ bản hoàn thành,903.581.154,4.798.220.469,1.290.945.014,-,6.992.746.637,903581154.0,4798220469.0,1290945014.0,,6992746637.0
Thanh lý,Nguyên giá > Thanh lý,Thanh lý,(274.918.182),(77.548.046.609),(105.077.273),(290.160.909),(78.218.202.973),-274918182.0,-77548046609.0,-105077273.0,-290160909.0,-78218202973.0
Số cuối năm,Nguyên giá > Số cuối năm,Số cuối năm,96.498.140.744,2.014.124.768.407,75.291.769.891,22.119.231.426,2.208.033.910.468,96498140744.0,2014124768407.0,75291769891.0,22119231426.0,2208033910468.0
Trong đó:Đã khấu hao hết,Nguyên giá > Trong đó:Đã khấu hao hết,Trong đó:Đã khấu hao hết,1.286.723.587,216.342.125.758,10.304.592.048,14.955.779.054,242.889.220.447,1286723587.0,216342125758.0,10304592048.0,14955779054.0,242889220447.0
Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,Giá trị khấu hao lũy kế,,,,,
Số đầu năm,Giá trị khấu hao lũy kế > Số đầu năm,Số đầu năm,(39.750.132.197),(1.042.296.379.113),(42.843.809.769),(18.359.335.042),(1.143.249.656.121),-39750132197.0,-1042296379113.0,-42843809769.0,-18359335042.0,-1143249656121.0
Khấu hao trong năm,Giá trị khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,(4.710.568.862),(204.154.727.508),(10.997.289.853),(1.654.832.205),(221.517.418.428),-4710568862.0,-204154727508.0,-10997289853.0,-1654832205.0,-221517418428.0
Thanh lý,Giá trị khấu hao lũy kế > Thanh lý,Thanh lý,-,59.491.250.367,25.588.264,223.581.038,59.740.419.669,,59491250367.0,25588264.0,223581038.0,59740419669.0
Số cuối năm,Giá trị khấu hao lũy kế > Số cuối năm,Số cuối năm,(44.460.701.059),(1.186.959.856.254),(53.815.511.358),(19.790.586.209),(1.305.026.654.880),-44460701059.0,-1186959856254.0,-53815511358.0,-19790586209.0,-1305026654880.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Số đầu năm,Giá trị còn lại > Số đầu năm,Số đầu năm,56.119.345.575,814.283.765.303,30.559.758.374,3.273.448.353,904.236.317.605,56119345575.0,814283765303.0,30559758374.0,3273448353.0,904236317605.0
Số cuối năm,Giá trị còn lại > Số cuối năm,Số cuối năm,52.037.439.685,827.164.912.153,21.476.258.533,2.328.645.217,903.007.255.588,52037439685.0,827164912153.0,21476258533.0,2328645217.0,903007255588.0
Trong đó:Tải sản sử dụng để thế chấp(Thuyết minh số 23.1 và 23.3),Giá trị còn lại > Trong đó:Tải sản sử dụng để thế chấp(Thuyết minh số 23.1 và 23.3),Trong đó:Tải sản sử dụng để thế chấp(Thuyết minh số 23.1 và 23.3),-,182.329.457.232,25.945.347.810,-,208.274.805.042,,182329457232.0,25945347810.0,,208274805042.0
