row_label_raw,row_label_full,Ngân hàng > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh 1 > Khoản vay 1 > Khoản vay 2 > Khoản vay 3 > Khoản vay 4 > Khoản vay 5 > Khoản vay 6 > Khoản vay 7,Số cuối năm(VND) > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh 1 > 9.667.281.805 > 8.157.496.992 > 6.917.658.235 > 6.761.473.422 > 4.002.672.661 > 2.951.362.465 > 628.265.500,Ngày đáo hạn > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh 1 > Từ ngày 25 tháng 3 năm 2023đến ngày 13 tháng 5 năm 2024 > Từ ngày 25 tháng 3 năm 2023đến ngày 21 tháng 1 năm 2024 > Từ ngày 25 tháng 3 năm 2023đến ngày 10 tháng 6 năm 2024 > Từ ngày 25 tháng 3 năm 2023đến ngày 6 tháng 5 năm 2024 > Từ ngày 25 tháng 1 năm 2023đến ngày 8 tháng 7 năm 2024 > Từ ngày 25 tháng 3 năm 2023đến ngày 13 tháng 12 năm 2023 > Từ ngày 25 tháng 3 năm 2023đến ngày 29 tháng 5 năm 2023,"Lãi suất > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh 1 > Lãi suất cơ bản cộng3,0%/năm",Tài sản đảm bảo(Thuyết minh số 13) > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh 1 > Máy móc thiết bị,numeric__Số cuối năm(VND) > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh 1 > 9.667.281.805 > 8.157.496.992 > 6.917.658.235 > 6.761.473.422 > 4.002.672.661 > 2.951.362.465 > 628.265.500,numeric__Ngày đáo hạn > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh 1 > Từ ngày 25 tháng 3 năm 2023đến ngày 13 tháng 5 năm 2024 > Từ ngày 25 tháng 3 năm 2023đến ngày 21 tháng 1 năm 2024 > Từ ngày 25 tháng 3 năm 2023đến ngày 10 tháng 6 năm 2024 > Từ ngày 25 tháng 3 năm 2023đến ngày 6 tháng 5 năm 2024 > Từ ngày 25 tháng 1 năm 2023đến ngày 8 tháng 7 năm 2024 > Từ ngày 25 tháng 3 năm 2023đến ngày 13 tháng 12 năm 2023 > Từ ngày 25 tháng 3 năm 2023đến ngày 29 tháng 5 năm 2023,"numeric__Lãi suất > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh 1 > Lãi suất cơ bản cộng3,0%/năm",numeric__Tài sản đảm bảo(Thuyết minh số 13) > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh 1 > Máy móc thiết bị
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,39.086.211.080,,,,39086211080.0,,,
Trong đó:Vay dài hạn đến hạn trảVay dài hạn,Trong đó:Vay dài hạn đến hạn trảVay dài hạn,Trong đó:Vay dài hạn đến hạn trảVay dài hạn,28.078.427.96511.007.783.115,,,,2.8078427965110076e+21,,,
