row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Nợ gốc,Dự phòng,Nợ gốc,Dự phòng,,,,
Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,296.165.372.872,64.719.884.800,282.194.711.814,-,296165372872.0,64719884800.0,282194711814.0,
Công ty Cổ phần Đầu tư Phát triển và Xây dựng Thành Đô,Công ty Cổ phần Đầu tư Phát triển và Xây dựng Thành Đô,Công ty Cổ phần Đầu tư Phát triển và Xây dựng Thành Đô,271.004.379.364,41.291.535.030,274.005.659.139,12.518.584.331,271004379364.0,41291535030.0,274005659139.0,12518584331.0
Công ty TNHH Đầu tư Cam Lâm,Công ty TNHH Đầu tư Cam Lâm,Công ty TNHH Đầu tư Cam Lâm,131.510.894.064,131.510.894.064,122.610.068.518,-,131510894064.0,131510894064.0,122610068518.0,
Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,103.751.113.954,44.404.007.952,108.751.113.954,-,103751113954.0,44404007952.0,108751113954.0,
Công ty Cổ phần Xây dựng và Phát triển Đô Thị,Công ty Cổ phần Xây dựng và Phát triển Đô Thị,Công ty Cổ phần Xây dựng và Phát triển Đô Thị,102.627.936.645,101.881.502.153,34.644.976.589,13.878.413.197,102627936645.0,101881502153.0,34644976589.0,13878413197.0
Công ty Cổ phần Đầu tư Thương mại Dịch vụ Cầu Giấy,Công ty Cổ phần Đầu tư Thương mại Dịch vụ Cầu Giấy,Công ty Cổ phần Đầu tư Thương mại Dịch vụ Cầu Giấy,93.209.033.426,91.347.737.441,93.209.033.426,18.792.608.280,93209033426.0,91347737441.0,93209033426.0,18792608280.0
Công ty Cổ phần Xây dựng và Quản lý Nhà An Trung Phát,Công ty Cổ phần Xây dựng và Quản lý Nhà An Trung Phát,Công ty Cổ phần Xây dựng và Quản lý Nhà An Trung Phát,71.124.662.057,70.840.829.057,71.124.662.057,6.445.899.654,71124662057.0,70840829057.0,71124662057.0,6445899654.0
Công ty Cổ Phần Tập Đoàn TMS,Công ty Cổ Phần Tập Đoàn TMS,Công ty Cổ Phần Tập Đoàn TMS,64.026.025.300,64.026.025.300,64.026.025.300,7.052.408.612,64026025300.0,64026025300.0,64026025300.0,7052408612.0
Công ty Cổ Phần Kinh doanh và Xây dựng Quang Minh,Công ty Cổ Phần Kinh doanh và Xây dựng Quang Minh,Công ty Cổ Phần Kinh doanh và Xây dựng Quang Minh,58.146.292.221,49.075.725.927,58.146.292.221,6.702.792.072,58146292221.0,49075725927.0,58146292221.0,6702792072.0
Công ty TNHH Vĩ Khoa Học,Công ty TNHH Vĩ Khoa Học,Công ty TNHH Vĩ Khoa Học,41.410.054.424,39.967.921.310,41.410.054.424,10.372.419.116,41410054424.0,39967921310.0,41410054424.0,10372419116.0
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,5.356.956.467.824,250.523.077.850,4.205.727.087.988,149.639.941.740,5356956467824.0,250523077850.0,4205727087988.0,149639941740.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,6.589.932.232.151,949.589.140.884,5.355.849.685.430,225.403.067.002,6589932232151.0,949589140884.0,5355849685430.0,225403067002.0
