row_label_raw,row_label_full,STT,Tên công ty liên kết,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Tên công ty liên kết,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
STT,STT,STT,Tên công ty liên kết,%sở hữu,VND,%sở hữu,VND,,,,,
1.,STT > 1.,1.,Công ty Cổ phần 479 Hòa Bình (i),"49,25",94.819.587.437,"49,25",92.374.311.625,,49.25,94819587437.0,49.25,92374311625.0
2.,STT > 2.,2.,Công ty Cổ phần Kỹ thuật Jesco Hòa Bình (ii),"47,82",31.888.740.102,"47,82",30.595.232.693,,47.82,31888740102.0,47.82,30595232693.0
3.,STT > 3.,3.,Công ty Cổ phần Cơ khí và Nhôm kính Anh Việt (iii),"49,10",23.504.032.780,"49,10",23.272.700.681,,49.1,23504032780.0,49.1,23272700681.0
4.,STT > 4.,4.,Công ty Cổ phần Trang trí Nội thất Onwa Tech (iv),"25,53",4.370.011.136,"25,53",5.724.851.138,,25.53,4370011136.0,25.53,5724851138.0
,,,TỔNG CỘNG,,154.582.371.455,,151.967.096.137,,,154582371455.0,,151967096137.0
