row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải trả cho bên khác,Phải trả cho bên khác,Phải trả cho bên khác,4.655.272.395.981,3.628.264.841.602,4655272395981.0,3628264841602.0
Công ty Cổ phần Đầu tư Thương mại SMC,Công ty Cổ phần Đầu tư Thương mại SMC,Công ty Cổ phần Đầu tư Thương mại SMC,155.324.884.567,101.319.205.262,155324884567.0,101319205262.0
Ngân hàng Thương mại Cổ phần Kỹ,Ngân hàng Thương mại Cổ phần Kỹ,Ngân hàng Thương mại Cổ phần Kỹ,,,,
Thương Việt Nam. Chi nhánh Gia Định (*),Ngân hàng Thương mại Cổ phần Kỹ > Thương Việt Nam. Chi nhánh Gia Định (*),Thương Việt Nam. Chi nhánh Gia Định (*),126.296.518.385,-,126296518385.0,
Công ty Cổ phần Xây dựng Phú Thành,Ngân hàng Thương mại Cổ phần Kỹ > Công ty Cổ phần Xây dựng Phú Thành,Công ty Cổ phần Xây dựng Phú Thành,84.549.955.146,66.829.323.563,84549955146.0,66829323563.0
Công ty Cổ phần Thép và Vật tư,Công ty Cổ phần Thép và Vật tư,Công ty Cổ phần Thép và Vật tư,,,,
Xây dựng,Công ty Cổ phần Thép và Vật tư > Xây dựng,Xây dựng,80.677.973.150,132.478.541.838,80677973150.0,132478541838.0
Công ty TNHH Dịch Vụ Thương mại và,Công ty TNHH Dịch Vụ Thương mại và,Công ty TNHH Dịch Vụ Thương mại và,,,,
Xuất nhập khẩu Phương Linh,Công ty TNHH Dịch Vụ Thương mại và > Xuất nhập khẩu Phương Linh,Xuất nhập khẩu Phương Linh,63.603.483.456,19.285.759.205,63603483456.0,19285759205.0
Công ty Cổ Phần Cửa Sunspace,Công ty TNHH Dịch Vụ Thương mại và > Công ty Cổ Phần Cửa Sunspace,Công ty Cổ Phần Cửa Sunspace,62.623.960.716,27.987.543.397,62623960716.0,27987543397.0
Ngân hàng TMCP Đầu tư và Phát triển,Ngân hàng TMCP Đầu tư và Phát triển,Ngân hàng TMCP Đầu tư và Phát triển,,,,
Việt Nam. Chi nhánh Hồ Chí Minh (**),Ngân hàng TMCP Đầu tư và Phát triển > Việt Nam. Chi nhánh Hồ Chí Minh (**),Việt Nam. Chi nhánh Hồ Chí Minh (**),55.881.521.146,402.505.823.788,55881521146.0,402505823788.0
Các bên khác,Ngân hàng TMCP Đầu tư và Phát triển > Các bên khác,Các bên khác,4.026.314.099.415,2.877.858.644.549,4026314099415.0,2877858644549.0
Phải trả bên liên quan (Thuyết minh số 33),Ngân hàng TMCP Đầu tư và Phát triển > Phải trả bên liên quan (Thuyết minh số 33),Phải trả bên liên quan (Thuyết minh số 33),82.797.551.192,20.847.214.331,82797551192.0,20847214331.0
TỔNG CỘNG,Ngân hàng TMCP Đầu tư và Phát triển > TỔNG CỘNG,TỔNG CỘNG,4.738.069.947.173,3.649.112.055.933,4738069947173.0,3649112055933.0
