row_label_raw,row_label_full,col_0,Năm kết thúc ngày,Năm kết thúc ngày_1,numeric__Năm kết thúc ngày,numeric__Năm kết thúc ngày_1
,,,30/9/2020VND,30/9/2019VND,,
Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,Tổng doanh thu,,
▪ Bán hàng hóa,Tổng doanh thu > ▪ Bán hàng hóa,▪ Bán hàng hóa,30.465.484.254.551,28.574.191.796.022,30465484254551.0,28574191796022.0
▪ Bán thành phẩm,Tổng doanh thu > ▪ Bán thành phẩm,▪ Bán thành phẩm,14.607.097.600.014,16.174.770.949.499,14607097600014.0,16174770949499.0
▪ Khác,Tổng doanh thu > ▪ Khác,▪ Khác,31.230.845.169,46.890.170.981,31230845169.0,46890170981.0
,,,45.103.812.699.734,44.795.852.916.502,45103812699734.0,44795852916502.0
Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,Trừ các khoản giảm trừ doanh thu,,
▪ Chiết khấu thương mại,Trừ các khoản giảm trừ doanh thu > ▪ Chiết khấu thương mại,▪ Chiết khấu thương mại,131.553.521.310,5.993.686.605,131553521310.0,5993686605.0
▪ Hàng bán bị trả lại,Trừ các khoản giảm trừ doanh thu > ▪ Hàng bán bị trả lại,▪ Hàng bán bị trả lại,13.932.986.623,10.758.092.293,13932986623.0,10758092293.0
▪ Giảm giá hàng bán,Trừ các khoản giảm trừ doanh thu > ▪ Giảm giá hàng bán,▪ Giảm giá hàng bán,5.467.161.772,9.063.266.406,5467161772.0,9063266406.0
,,,150.953.669.705,25.815.045.304,150953669705.0,25815045304.0
Doanh thu thuần,Trừ các khoản giảm trừ doanh thu > Doanh thu thuần,Doanh thu thuần,44.952.859.030.029,44.770.037.871.198,44952859030029.0,44770037871198.0
