row_label_raw,row_label_full,col_0,Bộ phận chia theo khu vực địa lý,Bộ phận chia theo khu vực địa lý_1,Bộ phận chia theo khu vực địa lý_2,numeric__Bộ phận chia theo khu vực địa lý,numeric__Bộ phận chia theo khu vực địa lý_1,numeric__Bộ phận chia theo khu vực địa lý_2
,,,Trong nước VND,Nước ngoài VND,Tổng VND,,,
Năm kết thúc ngày30 tháng 9 năm 2020,Năm kết thúc ngày30 tháng 9 năm 2020,Năm kết thúc ngày30 tháng 9 năm 2020,Năm kết thúc ngày30 tháng 9 năm 2020,Năm kết thúc ngày30 tháng 9 năm 2020,Năm kết thúc ngày30 tháng 9 năm 2020,,,
Doanh thu,Năm kết thúc ngày30 tháng 9 năm 2020 > Doanh thu,Doanh thu,34.982.290.211.381,9.970.568.818.648,44.952.859.030.029,34982290211381.0,9970568818648.0,44952859030029.0
Giá vốn,Năm kết thúc ngày30 tháng 9 năm 2020 > Giá vốn,Giá vốn,(32.656.090.830.938),(9.473.928.942.454),(42.130.019.773.392),-32656090830938.0,-9473928942454.0,-42130019773392.0
,,,2.326.199.380.443,496.639.876.194,2.822.839.256.637,2326199380443.0,496639876194.0,2822839256637.0
Năm kết thúc ngày30 tháng 9 năm 2019,Năm kết thúc ngày30 tháng 9 năm 2019,Năm kết thúc ngày30 tháng 9 năm 2019,Năm kết thúc ngày30 tháng 9 năm 2019,Năm kết thúc ngày30 tháng 9 năm 2019,Năm kết thúc ngày30 tháng 9 năm 2019,,,
Doanh thu,Năm kết thúc ngày30 tháng 9 năm 2019 > Doanh thu,Doanh thu,36.259.554.008.527,8.510.483.862.671,44.770.037.871.198,36259554008527.0,8510483862671.0,44770037871198.0
Giá vốn,Năm kết thúc ngày30 tháng 9 năm 2019 > Giá vốn,Giá vốn,(34.311.894.762.774),(8.197.310.568.994),(42.509.205.331.768),-34311894762774.0,-8197310568994.0,-42509205331768.0
,,,1.947.659.245.753,313.173.293.677,2.260.832.539.430,1947659245753.0,313173293677.0,2260832539430.0
