row_label_raw,row_label_full,col_0,30/9/2020VND,30/9/2019VND,numeric__30/9/2020VND,numeric__30/9/2019VND
Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen,,
Bán hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen > Bán hàng hóa và thành phẩm,Bán hàng hóa và thành phẩm,3.484.402.690.237,4.564.914.020.422,3484402690237.0,4564914020422.0
Mua hàng hóa và thành phẩm,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen > Mua hàng hóa và thành phẩm,Mua hàng hóa và thành phẩm,3.187.035.968.803,3.196.114.481.029,3187035968803.0,3196114481029.0
Bán tài sản cố định,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen > Bán tài sản cố định,Bán tài sản cố định,18.181.818,4.771.478.579,18181818.0,4771478579.0
Mua tài sản cố định,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen > Mua tài sản cố định,Mua tài sản cố định,-,1.389.200.000,,1389200000.0
Doanh thu từ cho thuê tài sản,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen > Doanh thu từ cho thuê tài sản,Doanh thu từ cho thuê tài sản,392.000.000,174.500.000,392000000.0,174500000.0
Chi phí thuê,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen > Chi phí thuê,Chi phí thuê,1.336.599.965,258.946.015,1336599965.0,258946015.0
Hàng bán bị trả lại,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen > Hàng bán bị trả lại,Hàng bán bị trả lại,2.034.352.586,1.562.510.453,2034352586.0,1562510453.0
Lợi nhuận được chia,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen > Lợi nhuận được chia,Lợi nhuận được chia,232.536.770.069,105.647.612.793,232536770069.0,105647612793.0
Bán khác,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen > Bán khác,Bán khác,115.348.483,231.231.823,115348483.0,231231823.0
Mua khác,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen > Mua khác,Mua khác,3.570.000,-,3570000.0,
Trả lại hàng mua/hàng mua được giảm giá,Công ty TNHH Một Thành Viên Vật liệu Xây dựng Hoa Sen > Trả lại hàng mua/hàng mua được giảm giá,Trả lại hàng mua/hàng mua được giảm giá,42.509.017,607.336.952,42509017.0,607336952.0
