row_label_raw,row_label_full,col_0,1/10/2019Giá trị ghi sổ/Số cókhả năng trả nợVND,TăngVND,Biến động trong nămGiảmVND,Chênh lệchty giáVND,30/9/2020Giá trị ghi sổ/Số cókhả năng trả nợVND,numeric__1/10/2019Giá trị ghi sổ/Số cókhả năng trả nợVND,numeric__TăngVND,numeric__Biến động trong nămGiảmVND,numeric__Chênh lệchty giáVND,numeric__30/9/2020Giá trị ghi sổ/Số cókhả năng trả nợVND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,5.668.706.946.394,20.593.501.692.686,(21.209.337.114.736),5.507.951.837,5.058.379.476.181,5668706946394.0,20593501692686.0,-21209337114736.0,5507951837.0,5058379476181.0
Vay dài hạn đến hạn trả (b),Vay dài hạn đến hạn trả (b),Vay dài hạn đến hạn trả (b),21.781.600.000,20.000.000.000,(21.781.600.000),-,20.000.000.000,21781600000.0,20000000000.0,-21781600000.0,,20000000000.0
Nợ gốc thuê tài chính đến hạn trảtrong vòng 12 tháng (c),Nợ gốc thuê tài chính đến hạn trảtrong vòng 12 tháng (c),Nợ gốc thuê tài chính đến hạn trảtrong vòng 12 tháng (c),15.786.966.112,9.255.815.664,(19.938.216.112),-,5.104.565.664,15786966112.0,9255815664.0,-19938216112.0,,5104565664.0
,,,5.706.275.512.506,20.622.757.508.350,(21.251.056.930.848),5.507.951.837,5.083.484.041.845,5706275512506.0,20622757508350.0,-21251056930848.0,5507951837.0,5083484041845.0
