row_label_raw,row_label_full,col_0,Thuyết minh,Loại tiền,30/9/2020 VND,1/10/2019 VND,numeric__Thuyết minh,numeric__Loại tiền,numeric__30/9/2020 VND,numeric__1/10/2019 VND
Bên cho vay,Bên cho vay,Bên cho vay,Bên cho vay,Bên cho vay,Bên cho vay,Bên cho vay,,,,
Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,Bên thứ ba,,,,
Ngân hàng TMCP Công thương Việt Nam - Chi nhánh KCN Bình Dương,Bên thứ ba > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh KCN Bình Dương,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh KCN Bình Dương,(i),VND,1.171.017.687.810,1.994.915.518.201,,,1171017687810.0,1994915518201.0
Ngân hàng TMCP Công thương Việt Nam - Chi nhánh KCN Bình Dương,Bên thứ ba > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh KCN Bình Dương,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh KCN Bình Dương,(i),USD,531.104.907.733,129.916.416.765,,,531104907733.0,129916416765.0
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Bình Dương,Bên thứ ba > Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Bình Dương,Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Bình Dương,(ii),VND,947.943.944.130,1.567.097.214.485,,,947943944130.0,1567097214485.0
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Bình Dương,Bên thứ ba > Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Bình Dương,Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Nam Bình Dương,(ii),USD,413.037.687.997,54.253.608.247,,,413037687997.0,54253608247.0
Ngân hàng Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch 2,Bên thứ ba > Ngân hàng Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch 2,Ngân hàng Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch 2,(iii),VND,-,395.058.324.455,,,,395058324455.0
Ngân hàng Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch 2,Bên thứ ba > Ngân hàng Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch 2,Ngân hàng Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch 2,(iii),VND,472.377.287.783,252.269.997.400,,,472377287783.0,252269997400.0
Ngân hàng Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch 2,Bên thứ ba > Ngân hàng Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch 2,Ngân hàng Đầu tư và Phát triển Việt Nam - Chi nhánh Sở Giao dịch 2,(iii),USD,99.439.545.965,-,,,99439545965.0,
Ngân hàng TNHH MTV HSBC (Việt Nam),Bên thứ ba > Ngân hàng TNHH MTV HSBC (Việt Nam),Ngân hàng TNHH MTV HSBC (Việt Nam),(iv),VND,608.438.856.420,589.496.289.578,,,608438856420.0,589496289578.0
