row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,30/9/2020 VND,30/9/2019 VND,numeric__Mã số,numeric__Thuyết minh,numeric__30/9/2020 VND,numeric__30/9/2019 VND
LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH,,,,
Tiền mua lại cổ phiếu đã phát hành,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH > Tiền mua lại cổ phiếu đã phát hành,Tiền mua lại cổ phiếu đã phát hành,32,,(812.000.000),(1.116.000.000),32.0,,-812000000.0,-1116000000.0
Tiền thu từ đi vay,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ đi vay,Tiền thu từ đi vay,33,,20.593.501.692.686,18.554.179.258.809,33.0,,20593501692686.0,18554179258809.0
Tiền thu từ nợ gốc thuê tài chính thông qua hợp đồng bán và thuê lại tài sản,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ nợ gốc thuê tài chính thông qua hợp đồng bán và thuê lại tài sản,Tiền thu từ nợ gốc thuê tài chính thông qua hợp đồng bán và thuê lại tài sản,33,,-,16.652.613.833,33.0,,,16652613833.0
Tiền trả nợ gốc vay,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả nợ gốc vay,Tiền trả nợ gốc vay,34,,(21.178.118.714.736),(21.860.836.633.450),34.0,,-21178118714736.0,-21860836633450.0
Tiền trả nợ gốc thuê tài chính,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả nợ gốc thuê tài chính,Tiền trả nợ gốc thuê tài chính,35,,(20.860.716.112),(36.886.118.070),35.0,,-20860716112.0,-36886118070.0
Tiền trả cổ tức,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH > Tiền trả cổ tức,Tiền trả cổ tức,36,,(22.299.100),(225.251.900),36.0,,-22299100.0,-225251900.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,(606.312.037.262),(3.328.232.130.778),40.0,,-606312037262.0,-3328232130778.0
Lưu chuyển tiền thuần trong năm (50 = 20 + 30 + 40),LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm (50 = 20 + 30 + 40),Lưu chuyển tiền thuần trong năm (50 = 20 + 30 + 40),50,,258.303.782.065,53.370.587.038,50.0,,258303782065.0,53370587038.0
Tiền và các khoản tương đương tiền đầu năm,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,,222.264.128.540,171.659.888.989,60.0,,222264128540.0,171659888989.0
Ảnh hưởng của chênh lệch tỷ giá quy đổi ngoại tệ,LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của chênh lệch tỷ giá quy đổi ngoại tệ,Ảnh hưởng của chênh lệch tỷ giá quy đổi ngoại tệ,61,,(370.965.710),(2.766.347.487),61.0,,-370965710.0,-2766347487.0
Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61),LUÙ CHUYÊN TIÊN TÙ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61),Tiền và các khoản tương đương tiền cuối năm (70 = 50 + 60 + 61),70,5,480.196.944.895,222.264.128.540,70.0,5.0,480196944895.0,222264128540.0
