row_label_raw,row_label_full,col_0,Nhà cửa vật kiến trúc,Máy móc thiết bị,Phương tiện vận chuyển và thiết bị truyền dẫn,Thiết bị quản lý,TSCĐ khác,Tổng cộng,numeric__Nhà cửa vật kiến trúc,numeric__Máy móc thiết bị,numeric__Phương tiện vận chuyển và thiết bị truyền dẫn,numeric__Thiết bị quản lý,numeric__TSCĐ khác,numeric__Tổng cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,8.671.842.427.825,23.509.897.127.898,377.480.636.744,28.326.986.515,15.501.982.813,32.603.049.161.795,8671842427825.0,23509897127898.0,377480636744.0,28326986515.0,15501982813.0,32603049161795.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,8.560.531.078,-,211.421.200,-,8.771.952.278,,8560531078.0,,211421200.0,,8771952278.0
Đầu tư XDCB hoàn thành,Nguyên giá > Đầu tư XDCB hoàn thành,Đầu tư XDCB hoàn thành,6.417.721.095,58.453.771.643,692.865.724,1.459.832.686,-,67.024.191.148,6417721095.0,58453771643.0,692865724.0,1459832686.0,,67024191148.0
Tăng khác (*),Nguyên giá > Tăng khác (*),Tăng khác (*),-,91.537.396.145,756.916.148,-,-,92.294.312.293,,91537396145.0,756916148.0,,,92294312293.0
Giảm khác (*),Nguyên giá > Giảm khác (*),Giảm khác (*),(92.294.312.293),-,-,-,-,(92.294.312.293),-92294312293.0,,,,,-92294312293.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,8.585.965.836.627,23.668.448.826.764,378.930.418.616,29.998.240.401,15.501.982.813,32.678.845.305.221,8585965836627.0,23668448826764.0,378930418616.0,29998240401.0,15501982813.0,32678845305221.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,3.514.859.397.360,16.644.664.193.662,371.688.915.333,24.198.025.971,13.374.085.721,20.568.784.618.047,3514859397360.0,16644664193662.0,371688915333.0,24198025971.0,13374085721.0,20568784618047.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,360.421.298.074,1.561.475.520.395,3.900.368.398,2.358.863.110,433.440.542,1.928.589.490.519,360421298074.0,1561475520395.0,3900368398.0,2358863110.0,433440542.0,1928589490519.0
Hao mòn trong năm,Giá trị hao mòn lũy kế > Hao mòn trong năm,Hao mòn trong năm,877.264.328,-,-,-,-,877.264.328,877264328.0,,,,,877264328.0
Tăng khác (*),Giá trị hao mòn lũy kế > Tăng khác (*),Tăng khác (*),-,54.372.307.588,756.916.148,-,-,55.129.223.736,,54372307588.0,756916148.0,,,55129223736.0
Giảm khác (*),Giá trị hao mòn lũy kế > Giảm khác (*),Giảm khác (*),(55.129.223.736),-,-,-,-,(55.129.223.736),-55129223736.0,,,,,-55129223736.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,3.821.028.736.026,18.260.512.021.645,376.346.199.879,26.556.889.081,13.807.526.263,22.498.251.372.894,3821028736026.0,18260512021645.0,376346199879.0,26556889081.0,13807526263.0,22498251372894.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,,
Số dư đầu năm,Giá trị còn lại > Số dư đầu năm,Số dư đầu năm,5.156.983.030.465,6.865.232.934.236,5.791.721.411,4.128.960.544,2.127.897.092,12.034.264.543.748,5156983030465.0,6865232934236.0,5791721411.0,4128960544.0,2127897092.0,12034264543748.0
Số dư cuối năm,Giá trị còn lại > Số dư cuối năm,Số dư cuối năm,4.764.937.100.601,5.407.936.805.119,2.584.218.737,3.441.351.320,1.694.456.550,10.180.593.932.327,4764937100601.0,5407936805119.0,2584218737.0,3441351320.0,1694456550.0,10180593932327.0
