row_label_raw,row_label_full,col_0,Số năm nay,Số năm trước,numeric__Số năm nay,numeric__Số năm trước
Doanh thu bán điện,Doanh thu bán điện,Doanh thu bán điện,10.188.458.020.700,8.158.745.866.888,10188458020700.0,8158745866888.0
Doanh thu bán than,Doanh thu bán than,Doanh thu bán than,337.313.200.877,3.261.320.586.105,337313200877.0,3261320586105.0
Doanh thu khác,Doanh thu khác,Doanh thu khác,112.641.844.739,101.904.146.764,112641844739.0,101904146764.0
Cộng,Cộng,Cộng,10.638.413.066.316,11.521.970.599.757,10638413066316.0,11521970599757.0
Trong đó,Trong đó,Trong đó,Trong đó,Trong đó,,
Doanh thu bán cho bên thứ ba,Trong đó > Doanh thu bán cho bên thứ ba,Doanh thu bán cho bên thứ ba,10.298.668.083.554,8.257.183.153.736,10298668083554.0,8257183153736.0
Doanh thu bán cho bên liên quan(Chi tiết tại Thuyết minh số VII.2),Trong đó > Doanh thu bán cho bên liên quan(Chi tiết tại Thuyết minh số VII.2),Doanh thu bán cho bên liên quan(Chi tiết tại Thuyết minh số VII.2),339.744.982.762,3.264.787.446.021,339744982762.0,3264787446021.0
Cộng,Trong đó > Cộng,Cộng,10.638.413.066.316,11.521.970.599.757,10638413066316.0,11521970599757.0
