row_label_raw,row_label_full,col_0,Số đầu năm,Số phải nộp trong năm,Số đã nộp trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__Số cuối năm
Thuế GTGT phải nộp,Thuế GTGT phải nộp,Thuế GTGT phải nộp,20.515.434.797,262.122.256.113,244.888.833.006,37.748.857.904,20515434797.0,262122256113.0,244888833006.0,37748857904.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,-,51.036.382.267,29.463.516.216,21.572.866.051,,51036382267.0,29463516216.0,21572866051.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,1.661.024.240,7.129.392.152,8.356.816.893,433.599.499,1661024240.0,7129392152.0,8356816893.0,433599499.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,7.909.884.331,66.469.760.363,65.176.274.120,9.203.370.574,7909884331.0,66469760363.0,65176274120.0,9203370574.0
Thuế đất và tiền thuê đất,Thuế đất và tiền thuê đất,Thuế đất và tiền thuê đất,-,4.081.954.359,4.081.954.359,-,,4081954359.0,4081954359.0,
Các khoản phải nộp khác,Các khoản phải nộp khác,Các khoản phải nộp khác,8.277.582.258,37.040.036.801,40.405.399.220,4.912.219.839,8277582258.0,37040036801.0,40405399220.0,4912219839.0
Cộng,Cộng,Cộng,38.363.925.626,427.879.782.055,392.372.793.814,73.870.913.867,38363925626.0,427879782055.0,392372793814.0,73870913867.0
