row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,8.286.253.913.461,10.519.091.249.474,,300.0,,8286253913461.0,10519091249474.0
I.,I.,I.,Nợ ngắn hạn,310,,5.036.363.418.646,5.586.821.692.278,,310.0,,5036363418646.0,5586821692278.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.11,1.486.235.997.537,1.884.852.458.873,,311.0,,1486235997537.0,1884852458873.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,,1.010.478.000,1.010.478.000,,312.0,,1010478000.0,1010478000.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.12.1,73.870.913.867,38.363.925.626,,313.0,,73870913867.0,38363925626.0
4.,4.,4.,Phải trả người lao động,314,,42.522.076.801,118.436.784.108,,314.0,,42522076801.0,118436784108.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.13,78.543.935.207,39.358.792.942,,315.0,,78543935207.0,39358792942.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,,-,-,,318.0,,,
9.,9.,9.,Phải trả ngắn hạn khác,319,V.14,68.339.815.236,216.726.738.768,,319.0,,68339815236.0,216726738768.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.15,3.257.829.643.120,3.263.817.244.910,,320.0,,3257829643120.0,3263817244910.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,,28.010.558.878,24.255.269.051,,322.0,,28010558878.0,24255269051.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,3.249.890.494.815,4.932.269.557.196,,330.0,,3249890494815.0,4932269557196.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.11,383.299.978.990,370.216.414.600,,331.0,,383299978990.0,370216414600.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chỉ phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,,-,-,,336.0,,,
7.,7.,7.,Phải trả dài hạn khác,337,,-,-,,337.0,,,
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.15,2.848.469.498.754,4.543.932.125.525,,338.0,,2848469498754.0,4543932125525.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,-,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,18.121.017.071,18.121.017.071,,343.0,,18121017071.0,18121017071.0
