row_label_raw,row_label_full,col_0,1/1/2025Theo báo cáotrước đayVND,1/1/2025Điều chỉnhhồi tốVND,1/1/2025Đãđiều chỉnh lạiVND,numeric__1/1/2025Theo báo cáotrước đayVND,numeric__1/1/2025Điều chỉnhhồi tốVND,numeric__1/1/2025Đãđiều chỉnh lạiVND
Thuế và các khoản phải nộpNhà nước,Thuế và các khoản phải nộpNhà nước,Thuế và các khoản phải nộpNhà nước,70.518.290.948,71.909.987.492,142.428.278.440,70518290948.0,71909987492.0,142428278440.0
Lợi nhuận sau thuế chưa phân phối- LNST chưa phân phối lũy kếđến cuối năm trước,Lợi nhuận sau thuế chưa phân phối- LNST chưa phân phối lũy kếđến cuối năm trước,Lợi nhuận sau thuế chưa phân phối- LNST chưa phân phối lũy kếđến cuối năm trước,930.921.957.951,(36.026.903.733),894.895.054.218,930921957951.0,-36026903733.0,894895054218.0
Lợi nhuận sau thuế chưa phân phối- LNST chưa phân phối lũy kếđến cuối năm trước,Lợi nhuận sau thuế chưa phân phối- LNST chưa phân phối lũy kếđến cuối năm trước,Lợi nhuận sau thuế chưa phân phối- LNST chưa phân phối lũy kếđến cuối năm trước,606.539.021.397,(36.026.903.733),570.512.117.664,606539021397.0,-36026903733.0,570512117664.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,2.458.703.102.907,(35.883.083.759),2.422.820.019.148,2458703102907.0,-35883083759.0,2422820019148.0
