row_label_raw,row_label_full,Thuế giá trị gia tăng,1/1/2025 VND Đã điều chỉnh lại > 15.433.285.322,Thuế GTGT đầu ra VND > 14.760.982.915,Số phải nộp trong năm VND > 652.305.838.192,Số đã nộp/bù trừ trong năm VND > (461.909.674.395),Bù trừ với thuế GTGT đầu vào VND > (201.901.769.405),31/12/2025 VND > 18.688.662.629,numeric__1/1/2025 VND Đã điều chỉnh lại > 15.433.285.322,numeric__Thuế GTGT đầu ra VND > 14.760.982.915,numeric__Số phải nộp trong năm VND > 652.305.838.192,numeric__Số đã nộp/bù trừ trong năm VND > (461.909.674.395),numeric__Bù trừ với thuế GTGT đầu vào VND > (201.901.769.405),numeric__31/12/2025 VND > 18.688.662.629
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,-,-,18.888.796.293,(18.873.124.945),-,15.671.348,,,18888796293.0,-18873124945.0,,15671348.0
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,46.976.195.231,-,141.377.046.994,(138.767.581.361),-,49.585.660.864,46976195231.0,,141377046994.0,-138767581361.0,,49585660864.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,7.218.069.429,-,57.679.977.959,(55.963.332.233),-,8.934.715.155,7218069429.0,,57679977959.0,-55963332233.0,,8934715155.0
Thuế tài nguyên,Thuế tài nguyên,Thuế tài nguyên,287.602.668,-,3.319.545.230,(2.966.468.756),-,640.679.142,287602668.0,,3319545230.0,-2966468756.0,,640679142.0
"Tiền thuê, thuế đất","Tiền thuê, thuế đất","Tiền thuê, thuế đất",72.511.288.096,-,140.041.849.600,(211.759.481.363),-,793.656.333,72511288096.0,,140041849600.0,-211759481363.0,,793656333.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,1.837.694,-,5.125.967.079,(5.125.617.078),-,2.187.695,1837694.0,,5125967079.0,-5125617078.0,,2187695.0
,,,142.428.278.440,14.760.982.915,1.018.739.021.347,(895.365.280.131),(201.901.769.405),78.661.233.166,142428278440.0,14760982915.0,1018739021347.0,-895365280131.0,-201901769405.0,78661233166.0
