row_label_raw,row_label_full,"Tập đoàn Dệt May Việt Nam - Công ty mẹDự án Cao ốc Văn phòng – Căn hộ Vinatex BuildingNhà máy Sợi Nam ĐịnhDự án Khu liên hợp Sợi-Dệt-Nhuộm-May Quảng NamDự án kho nguyên liệu và thành phẩmMáy móc, thiết bị chưa lắp đặt",31/12/2025VND > -18.973.452.3635.813.893.461-62.901.332.271,1/1/2025VND > 266.976.773.65918.973.452.3635.813.893.46112.387.453.797-,numeric__31/12/2025VND > -18.973.452.3635.813.893.461-62.901.332.271,numeric__1/1/2025VND > 266.976.773.65918.973.452.3635.813.893.46112.387.453.797-
Cổ phần Sợi Phú BàiDự án Nhà máy xử lý nước thải số 2,Cổ phần Sợi Phú BàiDự án Nhà máy xử lý nước thải số 2,Cổ phần Sợi Phú BàiDự án Nhà máy xử lý nước thải số 2,89.645.163.247,877.932.144,89645163247.0,877932144.0
Công ty Cổ phần Dệt May HuếNhà máy may 3 tầng,Công ty Cổ phần Dệt May HuếNhà máy may 3 tầng,Công ty Cổ phần Dệt May HuếNhà máy may 3 tầng,86.336.349.798,920.039.714,86336349798.0,920039714.0
Tổng Công ty Cổ phần Dệt May Nam ĐịnhDự án Khu Công nghiệp Hoà XáDự án Nhà máy May Yên Bình,Tổng Công ty Cổ phần Dệt May Nam ĐịnhDự án Khu Công nghiệp Hoà XáDự án Nhà máy May Yên Bình,Tổng Công ty Cổ phần Dệt May Nam ĐịnhDự án Khu Công nghiệp Hoà XáDự án Nhà máy May Yên Bình,12.840.234.5665.013.367.134,12.840.234.5665.013.367.134,1.2840234566501337e+20,1.2840234566501337e+20
Tổng Công ty Cổ phần Dệt May Hòa ThọĐầu tư thiết bị cải tạo xưởng VestonĐầu tư hệ thống diện năng lượng mặt trời mái nhà,Tổng Công ty Cổ phần Dệt May Hòa ThọĐầu tư thiết bị cải tạo xưởng VestonĐầu tư hệ thống diện năng lượng mặt trời mái nhà,Tổng Công ty Cổ phần Dệt May Hòa ThọĐầu tư thiết bị cải tạo xưởng VestonĐầu tư hệ thống diện năng lượng mặt trời mái nhà,135.793.876.81225.060.684.723,16.376.257.618-,1.357938768122506e+22,
"Công ty CP Dệt Gia dụng Phong PhúCông trình Nhà xưởng sợi 22.000 cọc Ninh ThuậnCông trình Xây dựng nhà xưởng đệtMáy móc, thiết bị chưa lắp đặt","Công ty CP Dệt Gia dụng Phong PhúCông trình Nhà xưởng sợi 22.000 cọc Ninh ThuậnCông trình Xây dựng nhà xưởng đệtMáy móc, thiết bị chưa lắp đặt","Công ty CP Dệt Gia dụng Phong PhúCông trình Nhà xưởng sợi 22.000 cọc Ninh ThuậnCông trình Xây dựng nhà xưởng đệtMáy móc, thiết bị chưa lắp đặt",35.012.637.9506.523.650.24710.694.203.728,590.000.0001.484.163.2041.871.354.612,3.5012637950652364e+31,5.900000001484163e+28
Các công trình khác,Các công trình khác,Các công trình khác,84.541.704.453,56.833.769.897,84541704453.0,56833769897.0
,,,579.150.550.753,400.958.692.169,579150550753.0,400958692169.0
