row_label_raw,row_label_full,STT > Công ty liên kết của Tập đoàn Đệt May Việt Nam,Tên đơn vị > Công ty liên kết của Tập đoàn Đệt May Việt Nam,Tỷ lệ sở hữu của Tập đoàn > 31/12/2025 > Công ty liên kết của Tập đoàn Đệt May Việt Nam,Tỷ lệ sở hữu của Tập đoàn > 1/1/2025 > Công ty liên kết của Tập đoàn Đệt May Việt Nam,Giá trị đầu tư theo mệnh giá VND > 31/12/2025 > Công ty liên kết của Tập đoàn Đệt May Việt Nam,Giá trị đầu tư theo mệnh giá VND > 1/1/2025 > Công ty liên kết của Tập đoàn Đệt May Việt Nam,numeric__Tên đơn vị > Công ty liên kết của Tập đoàn Đệt May Việt Nam,numeric__Tỷ lệ sở hữu của Tập đoàn > 31/12/2025 > Công ty liên kết của Tập đoàn Đệt May Việt Nam,numeric__Tỷ lệ sở hữu của Tập đoàn > 1/1/2025 > Công ty liên kết của Tập đoàn Đệt May Việt Nam,numeric__Giá trị đầu tư theo mệnh giá VND > 31/12/2025 > Công ty liên kết của Tập đoàn Đệt May Việt Nam,numeric__Giá trị đầu tư theo mệnh giá VND > 1/1/2025 > Công ty liên kết của Tập đoàn Đệt May Việt Nam
1,1,1,Tổng Công ty May Nhà Bè – Công ty Cổ phần,"25,20%","25,20%",50.400.000.000,50.400.000.000,,0.252,0.252,50400000000.0,50400000000.0
2,2,2,Tổng Công ty Đức Giang – Công ty Cổ phần,"35,22%","35,22%",31.692.220.000,31.692.220.000,,0.3522,0.3522,31692220000.0,31692220000.0
3,3,3,Tổng Công ty May Hưng Yên – Công ty Cổ phần,"35,01%","35,01%",68.305.620.000,68.305.620.000,,0.35009999999999997,0.35009999999999997,68305620000.0,68305620000.0
4,4,4,Công ty Cổ phần May Bình Minh,"25,00%","25,00%",13.230.000.000,13.230.000.000,,0.25,0.25,13230000000.0,13230000000.0
5,5,5,Công ty Cổ phần May Hữu Nghị,"29,24%","29,24%",69.533.920.000,69.533.920.000,,0.2924,0.2924,69533920000.0,69533920000.0
6,6,6,Công ty Cổ phần May Đồng Nai,"25,65%","25,65%",28.108.080.000,28.108.080.000,,0.2565,0.2565,28108080000.0,28108080000.0
7,7,7,Công ty Cổ phần Vinatex Đà Nẵng,"28,64%","28,64%",9.000.000.000,9.000.000.000,,0.2864,0.2864,9000000000.0,9000000000.0
8,8,8,Công ty Cổ phần May Đáp Cầu,"24,04%","24,04%",16.407.300.000,16.407.300.000,,0.2404,0.2404,16407300000.0,16407300000.0
9,9,9,Công ty Cổ phần May Nam Định (i),30%,30%,14.995.751.000,13.571.000.000,,0.3,0.3,14995751000.0,13571000000.0
10,10,10,Công ty TNHH May mặc Xuất khẩu Tân Châu,44%,44%,3.564.000.000,3.564.000.000,,0.44,0.44,3564000000.0,3564000000.0
11,11,11,Công ty Cổ phần Tư vấn Xây dựng và Dịch vụ Đầu tư,"23,46%","23,46%",610.000.000,610.000.000,,0.2346,0.2346,610000000.0,610000000.0
12,12,12,Tổng Công ty Cổ phần May Việt Tiến,"30,40%","30,40%",134.059.200.000,134.059.200.000,,0.304,0.304,134059200000.0,134059200000.0
13,13,13,Tổng Công ty Việt Thắng – Công ty Cổ phần,"46,93%","46,93%",98.550.000.000,98.550.000.000,,0.4693,0.4693,98550000000.0,98550000000.0
14,14,14,Tổng Công ty May 10 – Công ty Cổ phần,"32,21%","32,21%",102.273.980.000,102.273.980.000,,0.3221,0.3221,102273980000.0,102273980000.0
15,15,15,Công ty Cổ phần Đệt May Viễn thông Sài Gòn Vina,30%,30%,85.443.720.435,85.443.720.435,,0.3,0.3,85443720435.0,85443720435.0
16,16,16,Công ty Cổ phần Đệt May Liên Phương,"30,60%","30,60%",95.877.720.000,95.877.720.000,,0.306,0.306,95877720000.0,95877720000.0
17,17,17,Công ty Cổ phần Đầu tư Phát triển Vinatex,"35,10%","35,10%",38.610.000.000,38.610.000.000,,0.35100000000000003,0.35100000000000003,38610000000.0,38610000000.0
Công ty liên kết của Tổng Công Ty Cổ phần Đệt may Nam Định,Công ty liên kết của Tổng Công Ty Cổ phần Đệt may Nam Định,Công ty liên kết của Tổng Công Ty Cổ phần Đệt may Nam Định,Công ty liên kết của Tổng Công Ty Cổ phần Đệt may Nam Định,Công ty liên kết của Tổng Công Ty Cổ phần Đệt may Nam Định,Công ty liên kết của Tổng Công Ty Cổ phần Đệt may Nam Định,Công ty liên kết của Tổng Công Ty Cổ phần Đệt may Nam Định,Công ty liên kết của Tổng Công Ty Cổ phần Đệt may Nam Định,,,,,
18,Công ty liên kết của Tổng Công Ty Cổ phần Đệt may Nam Định > 18,18,Công ty Cổ phần Phát triển Đô thị Đệt May Nam Định (ii),"26,81%","26,81%",38.009.660.000,31.100.000.000,,0.2681,0.2681,38009660000.0,31100000000.0
19,Công ty liên kết của Tổng Công Ty Cổ phần Đệt may Nam Định > 19,19,Công ty Cổ phần Đệt – Đệt May Nam Định,"24,67%","24,67%",13.791.000.000,13.791.000.000,,0.24670000000000003,0.24670000000000003,13791000000.0,13791000000.0
20,Công ty liên kết của Tổng Công Ty Cổ phần Đệt may Nam Định > 20,20,Công ty Cổ phần May IV Đệt Nam Định,"13,96%","13,96%",1.950.000.000,1.950.000.000,,0.1396,0.1396,1950000000.0,1950000000.0
Công ty liên kết của Tổng Công ty Cổ phần Đệt May Hòa Thọ,Công ty liên kết của Tổng Công ty Cổ phần Đệt May Hòa Thọ,Công ty liên kết của Tổng Công ty Cổ phần Đệt May Hòa Thọ,Công ty liên kết của Tổng Công ty Cổ phần Đệt May Hòa Thọ,Công ty liên kết của Tổng Công ty Cổ phần Đệt May Hòa Thọ,Công ty liên kết của Tổng Công ty Cổ phần Đệt May Hòa Thọ,Công ty liên kết của Tổng Công ty Cổ phần Đệt May Hòa Thọ,Công ty liên kết của Tổng Công ty Cổ phần Đệt May Hòa Thọ,,,,,
21,Công ty liên kết của Tổng Công ty Cổ phần Đệt May Hòa Thọ > 21,21,Công ty Cổ phần May Hòa Thọ - Phú Ninh,"12,37%","12,37%",4.000.000.000,4.000.000.000,,0.12369999999999999,0.12369999999999999,4000000000.0,4000000000.0
22,Công ty liên kết của Tổng Công ty Cổ phần Đệt May Hòa Thọ > 22,22,Công ty Cổ phần Hòa Thọ - Quảng Nam,"18,94%","18,94%",6.428.000.000,6.428.000.000,,0.1894,0.1894,6428000000.0,6428000000.0
