row_label_raw,row_label_full,col_0,"Bông, sợi VND",May VND,Dệt nhuộm VND,Các hoạt động khác VND,Loại trừ VND,Hợp nhất VND,"numeric__Bông, sợi VND",numeric__May VND,numeric__Dệt nhuộm VND,numeric__Các hoạt động khác VND,numeric__Loại trừ VND,numeric__Hợp nhất VND
Năm 2024,Năm 2024,Năm 2024,Năm 2024,Năm 2024,Năm 2024,Năm 2024,Năm 2024,Năm 2024,,,,,,
Doanh thu thuần bán ra bên ngoài,Năm 2024 > Doanh thu thuần bán ra bên ngoài,Doanh thu thuần bán ra bên ngoài,7.138.006.981.863,8.935.223.951.058,497.005.678.127,755.590.090.087,-,17.325.826.701.135,7138006981863.0,8935223951058.0,497005678127.0,755590090087.0,,17325826701135.0
Doanh thu thuần giữa các bộ phận,Năm 2024 > Doanh thu thuần giữa các bộ phận,Doanh thu thuần giữa các bộ phận,1.212.336.346.909,420.088.214.416,-,231.495.168.047,(1.863.919.729.372),-,1212336346909.0,420088214416.0,,231495168047.0,-1863919729372.0,
Lợi nhuận về bán hàng và cung cấp dịch vụ của bộ phận,Năm 2024 > Lợi nhuận về bán hàng và cung cấp dịch vụ của bộ phận,Lợi nhuận về bán hàng và cung cấp dịch vụ của bộ phận,8.350.343.328.772,9.355.312.165.474,497.005.678.127,987.085.258.134,(1.863.919.729.372),17.325.826.701.135,8350343328772.0,9355312165474.0,497005678127.0,987085258134.0,-1863919729372.0,17325826701135.0
Kết quả kinh doanh của bộ phận,Năm 2024 > Kết quả kinh doanh của bộ phận,Kết quả kinh doanh của bộ phận,253.569.935.475,1.340.707.793.010,116.789.374.654,163.907.937.923,-,1.874.975.041.062,253569935475.0,1340707793010.0,116789374654.0,163907937923.0,,1874975041062.0
Doanh thu tài chính,Năm 2024 > Doanh thu tài chính,Doanh thu tài chính,,,,,,396.309.051.170,,,,,,396309051170.0
Chi phí tài chính,Năm 2024 > Chi phí tài chính,Chi phí tài chính,,,,,,(600.559.282.943),,,,,,-600559282943.0
Phần lãi trong công ty liên kết,Năm 2024 > Phần lãi trong công ty liên kết,Phần lãi trong công ty liên kết,,,,,,564.162.269.974,,,,,,564162269974.0
Chi phí không phân bổ,Năm 2024 > Chi phí không phân bổ,Chi phí không phân bổ,,,,,,(1.430.975.500.147),,,,,,-1430975500147.0
Kết quả hoạt động khác không phân bổ,Năm 2024 > Kết quả hoạt động khác không phân bổ,Kết quả hoạt động khác không phân bổ,,,,,,31.180.479.518,,,,,,31180479518.0
Lợi nhuận trước thuế không phân bổ,Năm 2024 > Lợi nhuận trước thuế không phân bổ,Lợi nhuận trước thuế không phân bổ,,,,,,835.092.058.634,,,,,,835092058634.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Năm 2024 > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,,,,,,(120.995.932.118),,,,,,-120995932118.0
Chi phí thuế thu nhập hoãn lại,Năm 2024 > Chi phí thuế thu nhập hoãn lại,Chi phí thuế thu nhập hoãn lại,,,,,,(58.657.603.122),,,,,,-58657603122.0
Lợi nhuận thuần sau thuế TNDN,Năm 2024 > Lợi nhuận thuần sau thuế TNDN,Lợi nhuận thuần sau thuế TNDN,,,,,,655.438.523.394,,,,,,655438523394.0
