row_label_raw,row_label_full,col_0,31/12/2025,31/12/2025_1,31/12/2025_2,numeric__31/12/2025,numeric__31/12/2025_1,numeric__31/12/2025_2
,,,Tổng khoản thanh toán tiền thuê tài chính VND,Tiền lãi thuê VND,Nợ gốc VND,,,
Trong vòng một năm,Trong vòng một năm,Trong vòng một năm,12.073.987.832,1.340.646.576,10.733.341.256,12073987832.0,1340646576.0,10733341256.0
Trong vòng hai đến năm năm,Trong vòng hai đến năm năm,Trong vòng hai đến năm năm,57.455.320.575,3.793.578.725,53.661.741.850,57455320575.0,3793578725.0,53661741850.0
Sau năm năm,Sau năm năm,Sau năm năm,2.652.800.482,24.964.442,2.627.836.040,2652800482.0,24964442.0,2627836040.0
,,,72.182.108.889,5.159.189.743,67.022.919.146,72182108889.0,5159189743.0,67022919146.0
,,,1/1/2025,1/1/2025,1/1/2025,,,
,,,Tổng khoản thanh toán tiền thuê tài chính VND,Tiền lãi thuê VND,Nợ gốc VND,,,
Trong vòng một năm,Trong vòng một năm,Trong vòng một năm,18.232.663.250,2.024.480.884,16.208.182.366,18232663250.0,2024480884.0,16208182366.0
Trong vòng hai đến năm năm,Trong vòng hai đến năm năm,Trong vòng hai đến năm năm,86.762.014.883,5.728.599.727,81.033.415.156,86762014883.0,5728599727.0,81033415156.0
Sau năm năm,Sau năm năm,Sau năm năm,4.005.935.615,37.698.255,3.968.237.360,4005935615.0,37698255.0,3968237360.0
,,,109.000.613.748,7.790.778.866,101.209.834.882,109000613748.0,7790778866.0,101209834882.0
