row_label_raw,row_label_full,col_0,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
,,,2025VND,2024VND,,
Tổng Công ty May Đức Giang - CTCP,Tổng Công ty May Đức Giang - CTCP,Tổng Công ty May Đức Giang - CTCP,Tổng Công ty May Đức Giang - CTCP,Tổng Công ty May Đức Giang - CTCP,,
Bán hàng hóa và cung cấp dịch vụ,Tổng Công ty May Đức Giang - CTCP > Bán hàng hóa và cung cấp dịch vụ,Bán hàng hóa và cung cấp dịch vụ,62.857.143,365.069.600,62857143.0,365069600.0
Mua hàng hóa và dịch vụ,Tổng Công ty May Đức Giang - CTCP > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,142.865.467.731,121.169.969.967,142865467731.0,121169969967.0
Công ty Cổ phần May Hưng Yên,Công ty Cổ phần May Hưng Yên,Công ty Cổ phần May Hưng Yên,Công ty Cổ phần May Hưng Yên,Công ty Cổ phần May Hưng Yên,,
Bán hàng hóa và cung cấp dịch vụ,Công ty Cổ phần May Hưng Yên > Bán hàng hóa và cung cấp dịch vụ,Bán hàng hóa và cung cấp dịch vụ,477.089.948,112.142.857,477089948.0,112142857.0
Phí gia công,Công ty Cổ phần May Hưng Yên > Phí gia công,Phí gia công,1.380.646.960,-,1380646960.0,
Công ty Cổ phần May Nam Định,Công ty Cổ phần May Nam Định,Công ty Cổ phần May Nam Định,Công ty Cổ phần May Nam Định,Công ty Cổ phần May Nam Định,,
Bán hàng hóa và cung cấp dịch vụ,Công ty Cổ phần May Nam Định > Bán hàng hóa và cung cấp dịch vụ,Bán hàng hóa và cung cấp dịch vụ,622.456.426,664.549.622,622456426.0,664549622.0
Mua hàng hóa,Công ty Cổ phần May Nam Định > Mua hàng hóa,Mua hàng hóa,961.227.407,1.238.141.478,961227407.0,1238141478.0
Công ty Cổ phần Đệt May Nha Trang,Công ty Cổ phần Đệt May Nha Trang,Công ty Cổ phần Đệt May Nha Trang,Công ty Cổ phần Đệt May Nha Trang,Công ty Cổ phần Đệt May Nha Trang,,
Bán hàng hóa và cung cấp dịch vụ,Công ty Cổ phần Đệt May Nha Trang > Bán hàng hóa và cung cấp dịch vụ,Bán hàng hóa và cung cấp dịch vụ,13.648.800.000,28.989.187.075,13648800000.0,28989187075.0
Mua hàng hóa và dịch vụ,Công ty Cổ phần Đệt May Nha Trang > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,20.973.975.235,-,20973975235.0,
Công ty Cổ phần Đệt - Đệt May Nam Định,Công ty Cổ phần Đệt - Đệt May Nam Định,Công ty Cổ phần Đệt - Đệt May Nam Định,Công ty Cổ phần Đệt - Đệt May Nam Định,Công ty Cổ phần Đệt - Đệt May Nam Định,,
Bán hàng hóa,Công ty Cổ phần Đệt - Đệt May Nam Định > Bán hàng hóa,Bán hàng hóa,261.458.215.656,446.487.373.280,261458215656.0,446487373280.0
Mua hàng hóa và dịch vụ,Công ty Cổ phần Đệt - Đệt May Nam Định > Mua hàng hóa và dịch vụ,Mua hàng hóa và dịch vụ,206.366.231.763,380.002.210.064,206366231763.0,380002210064.0
Thu nhập lãi trả chậm,Công ty Cổ phần Đệt - Đệt May Nam Định > Thu nhập lãi trả chậm,Thu nhập lãi trả chậm,1.762.921.827,2.928.378.988,1762921827.0,2928378988.0
Công ty Cổ phần May Đáp Cầu,Công ty Cổ phần May Đáp Cầu,Công ty Cổ phần May Đáp Cầu,Công ty Cổ phần May Đáp Cầu,Công ty Cổ phần May Đáp Cầu,,
