row_label_raw,row_label_full,col_0,Nội địa VND,Xuất khẩu VND,Hợp nhất VND,numeric__Nội địa VND,numeric__Xuất khẩu VND,numeric__Hợp nhất VND
Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,Tại ngày 31/12/2025,,,
Tải sản của bộ phận,Tại ngày 31/12/2025 > Tải sản của bộ phận,Tải sản của bộ phận,846.827.184.141,1.370.607.255.019,2.217.434.439.160,846827184141.0,1370607255019.0,2217434439160.0
Tải sản không phân bổ,Tại ngày 31/12/2025 > Tải sản không phân bổ,Tải sản không phân bổ,,,18.337.457.730.236,,,18337457730236.0
Tổng tài sản,Tại ngày 31/12/2025 > Tổng tài sản,Tổng tài sản,,,20.554.892.169.396,,,20554892169396.0
Nợ phải trả của bộ phận,Tại ngày 31/12/2025 > Nợ phải trả của bộ phận,Nợ phải trả của bộ phận,17.586.271.153,50.076.819.232,67.663.090.385,17586271153.0,50076819232.0,67663090385.0
Các khoản nợ không phân bổ,Tại ngày 31/12/2025 > Các khoản nợ không phân bổ,Các khoản nợ không phân bổ,,,10.481.549.712.337,,,10481549712337.0
Tổng nợ phải trả,Tại ngày 31/12/2025 > Tổng nợ phải trả,Tổng nợ phải trả,,,10.549.212.802.722,,,10549212802722.0
