row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2025 VND,1/1/2025 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__1/1/2025 VND Đã điều chỉnh lại
VỐN CHỦ SỞ HỮU (400 = 410 + 430),VỐN CHỦ SỞ HỮU (400 = 410 + 430),VỐN CHỦ SỞ HỮU (400 = 410 + 430),400,27,10.005.679.366.674,9.204.432.471.540,400.0,27.0,10005679366674.0,9204432471540.0
Vốn chủ sở hữu,Vốn chủ sở hữu,Vốn chủ sở hữu,410,,9.986.987.218.683,9.185.118.248.553,410.0,,9986987218683.0,9185118248553.0
Vốn cổ phần,Vốn cổ phần,Vốn cổ phần,411,28,5.000.000.000.000,5.000.000.000.000,411.0,28.0,5000000000000.0,5000000000000.0
- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,5.000.000.000.000,5.000.000.000.000,,,5000000000000.0,5000000000000.0
Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,412,,30.361.932.352,30.361.932.352,412.0,,30361932352.0,30361932352.0
Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,Vốn khác của chủ sở hữu,414,,134.388.890.041,216.823.916.584,414.0,,134388890041.0,216823916584.0
Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,Chênh lệch đánh giá lại tài sản,416,,(747.830.122.185),(747.830.122.185),416.0,,-747830122185.0,-747830122185.0
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,418,29,988.988.121.869,824.954.603.341,418.0,29.0,988988121869.0,824954603341.0
Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,Lợi nhuận sau thuế chưa phân phối,421,,1.426.980.171.237,894.895.054.218,421.0,,1426980171237.0,894895054218.0
- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,575.326.938.000,570.512.117.664,,,575326938000.0,570512117664.0
- Lợi nhuận sau thuế năm nay,- Lợi nhuận sau thuế năm nay,- Lợi nhuận sau thuế năm nay,421b,,851.653.233.237,324.382.936.554,,,851653233237.0,324382936554.0
Nguồn vốn đầu tư xây dựng cơ bản,Nguồn vốn đầu tư xây dựng cơ bản,Nguồn vốn đầu tư xây dựng cơ bản,422,30,543.092.845.095,543.092.845.095,422.0,30.0,543092845095.0,543092845095.0
Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,Lợi ích cổ đông không kiểm soát,429,,2.611.005.380.274,2.422.820.019.148,429.0,,2611005380274.0,2422820019148.0
Nguồn kinh phí và các quỹ khác,Nguồn kinh phí và các quỹ khác,Nguồn kinh phí và các quỹ khác,430,,18.692.147.991,19.314.222.987,430.0,,18692147991.0,19314222987.0
Nguồn kinh phí đã hình thành tài sản cổ định,Nguồn kinh phí đã hình thành tài sản cổ định,Nguồn kinh phí đã hình thành tài sản cổ định,432,,18.692.147.991,19.314.222.987,432.0,,18692147991.0,19314222987.0
TỔNG NGUỒN VỐN (440 = 300 + 400),TỔNG NGUỒN VỐN (440 = 300 + 400),TỔNG NGUỒN VỐN (440 = 300 + 400),440,,20.554.892.169.396,19.265.850.161.952,440.0,,20554892169396.0,19265850161952.0
