row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,31/12/2025 VND,1/1/2025 VND Đã điều chỉnh lại,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2025 VND,numeric__1/1/2025 VND Đã điều chỉnh lại
Tài sản dài hạn(\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),Tài sản dài hạn(\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),Tài sản dài hạn(\( 200 = 210 + 220 + 230 + 240 + 250 + 260 \)),200,,9.792.355.829.530,9.714.281.621.524,200.0,,9792355829530.0,9714281621524.0
Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,Các khoản phải thu dài hạn,210,,34.238.329.210,48.299.560.798,210.0,,34238329210.0,48299560798.0
Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,Phải thu về cho vay dài hạn,215,8,-,2.342.860.000,215.0,8.0,,2342860000.0
Phải thu dài hạn khác,Phải thu dài hạn khác,Phải thu dài hạn khác,216,9(b),140.348.254.006,152.066.625.594,216.0,,140348254006.0,152066625594.0
Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,Dự phòng phải thu dài hạn khó đòi,219,10,(106.109.924.796),(106.109.924.796),219.0,10.0,-106109924796.0,-106109924796.0
Tài sản cố định,Tài sản cố định,Tài sản cố định,220,,5.016.137.323.254,5.553.947.899.230,220.0,,5016137323254.0,5553947899230.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,221,12,4.850.433.307.217,5.306.725.844.505,221.0,12.0,4850433307217.0,5306725844505.0
Nguyên giá,Nguyên giá,Nguyên giá,222,,14.270.660.551.890,14.183.089.852.907,222.0,,14270660551890.0,14183089852907.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,223,,(9.420.227.244.673),(8.876.364.008.402),223.0,,-9420227244673.0,-8876364008402.0
Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,Tài sản cố định hữu hình thuê tài chính,224,13,128.350.063.497,154.704.015.687,224.0,13.0,128350063497.0,154704015687.0
Nguyên giá,Nguyên giá,Nguyên giá,225,,158.927.375.784,176.072.027.534,225.0,,158927375784.0,176072027534.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,226,,(30.577.312.287),(21.368.011.847),226.0,,-30577312287.0,-21368011847.0
