row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,18.420.179.698.256,16.897.192.989.427,,100.0,,18420179698256.0,16897192989427.0
I.,I.,I.,Tiền và các khoản tương đương tiền,110,4,8.223.693.034.528,7.069.700.305.112,,110.0,4.0,8223693034528.0,7069700305112.0
1.,1.,1.,Tiền,111,,263.693.034.528,927.095.604.180,,111.0,,263693034528.0,927095604180.0
2.,2.,2.,Các khoản tương đương tiền,112,,7.960.000.000.000,6.142.604.700.932,,112.0,,7960000000000.0,6142604700932.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,531.217.428.970,788.595.201.755,,120.0,5.0,531217428970.0,788595201755.0
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,531.217.428.970,788.595.201.755,,123.0,,531217428970.0,788595201755.0
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,5.799.389.305.021,7.195.677.600.318,,130.0,,5799389305021.0,7195677600318.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,5.343.081.983.110,7.776.376.709.973,,131.0,6.0,5343081983110.0,7776376709973.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,182.098.259.326,97.118.304.273,,132.0,7.0,182098259326.0,97118304273.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,355.455.711.956,323.124.628.598,,136.0,8.0,355455711956.0,323124628598.0
4.,4.,4.,Dự phòng phải thu ngắn hạn khó đòi,137,9,(81.246.649.371),(1.000.942.042.526),,137.0,9.0,-81246649371.0,-1000942042526.0
IV.,IV.,IV.,Hàng tồn kho,140,10,1.837.762.461.182,1.727.999.115.630,,140.0,10.0,1837762461182.0,1727999115630.0
1.,1.,1.,Hàng tồn kho,141,,1.837.762.461.182,1.736.252.781.133,,141.0,,1837762461182.0,1736252781133.0
2.,2.,2.,Dự phòng giảm giá hàng tồn kho,149,,,(8.253.665.503),,149.0,,,-8253665503.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,2.028.117.468.555,115.220.766.612,,150.0,,2028117468555.0,115220766612.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,11,1.608.342.332.820,50.945.330.946,,151.0,11.0,1608342332820.0,50945330946.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,283.285.031.001,63.987.739.528,,152.0,,283285031001.0,63987739528.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,18,136.490.104.734,287.696.138,,153.0,18.0,136490104734.0,287696138.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,34.556.738.258.669,37.152.953.610.146,,200.0,,34556738258669.0,37152953610146.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,298.163.000,3.262.294.619,,210.0,,298163000.0,3262294619.0
1.,1.,1.,Phải thu dài hạn của khách hàng,211,,,1.268.440.794,,211.0,,,1268440794.0
2.,2.,2.,Phải thu dài hạn khác,216,8,298.163.000,1.993.853.825,,216.0,8.0,298163000.0,1993853825.0
II.,II.,II.,Tài sản cố định,220,,31.868.871.223.944,34.614.390.170.422,,220.0,,31868871223944.0,34614390170422.0
1.,1.,1.,Tài sản cố định hữu hình,221,12,31.834.870.010.707,34.547.539.161.652,,221.0,12.0,31834870010707.0,34547539161652.0
,,,- Nguyễn giá,222,,69.669.576.957.275,69.598.352.871.503,,222.0,,69669576957275.0,69598352871503.0
,,,- Giá trị hao mòn lũy kế,223,,(37.834.706.946.568),(35.050.813.709.851),,223.0,,-37834706946568.0,-35050813709851.0
2.,2.,2.,Tài sản cố định vô hình,227,13,34.001.213.237,66.851.008.770,,227.0,13.0,34001213237.0,66851008770.0
,,,- Nguyễn giá,228,,92.706.318.727,120.869.485.394,,228.0,,92706318727.0,120869485394.0
,,,- Giá trị hao mòn lũy kế,229,,(58.705.105.490),(54.018.476.624),,229.0,,-58705105490.0,-54018476624.0
III.,III.,III.,Bất động sản đầu tư,230,,,,,230.0,,,
,,,- Nguyễn giá,231,,,17.545.622.940,,231.0,,,17545622940.0
,,,- Giá trị hao mòn lũy kế,232,,,(17.545.622.940),,232.0,,,-17545622940.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,405.420.688.181,250.987.647.245,,240.0,,405420688181.0,250987647245.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,14,405.420.688.181,250.987.647.245,,242.0,14.0,405420688181.0,250987647245.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,,827.903.601.323,1.027.824.922.471,,250.0,,827903601323.0,1027824922471.0
1.,1.,1.,Đầu tư vào công ty liên kết,252,5,449.829.926.176,458.974.091.681,,252.0,5.0,449829926176.0,458974091681.0
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,5,413.573.456.500,604.520.976.073,,253.0,5.0,413573456500.0,604520976073.0
3.,3.,3.,Dự phòng đầu tư tài chính dài hạn,254,5,(35.499.781.353),(35.670.145.283),,254.0,5.0,-35499781353.0,-35670145283.0
VI.,VI.,VI.,Tài sản dài hạn khác,260,,1.454.244.582.221,1.256.488.575.389,,260.0,,1454244582221.0,1256488575389.0
1.,1.,1.,Chi phí trả trước dài hạn,261,11,649.881.386.297,564.711.042.501,,261.0,11.0,649881386297.0,564711042501.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,15,14.592.198.454,135.622.632.816,,262.0,15.0,14592198454.0,135622632816.0
3.,3.,3.,Thiết bị vật tư phụ tùng thay thế dài hạn,263,16,789.770.997.470,554.089.718.607,,263.0,16.0,789770997470.0,554089718607.0
4.,4.,4.,Lợi thế thương mại,269,,,2.065.181.465,,269.0,,,2065181465.0
