row_label_raw,row_label_full,col_0,CHỈ TIỀU,MÃ số,Năm nay,Năm trước,numeric__CHỈ TIỀU,numeric__MÃ số,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,LUFU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUFU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUFU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUFU CHUYẾN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,1. > 1.,1.,Lợi nhuận trước thuế,01,2.339.300.278.897,2.875.097.434.493,,1.0,2339300278897.0,2875097434493.0
2.,2.,2.,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,Điều chỉnh cho các khoản:,,,,
2.,2. > 2.,2.,Khẩu hao tài sản cố định và bất động sản đầu tư,02,2.817.966.830.053,2.823.855.462.192,,2.0,2817966830053.0,2823855462192.0
2.,2. > 2.,2.,Các khoản dự phòng,03,(522.141.322.998),1.571.440.776.832,,3.0,-522141322998.0,1571440776832.0
2.,2. > 2.,2.,(Lill)/Lỗ chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ,04,(40.636.879.981),5.525.689.260,,4.0,-40636879981.0,5525689260.0
2.,2. > 2.,2.,(Lill) từ hoạt động đầu tư,05,(618.716.824.288),(386.841.040.474),,5.0,-618716824288.0,-386841040474.0
2.,2. > 2.,2.,Chỉ phí lãi vay,06,509.644.391.365,809.234.511.179,,6.0,509644391365.0,809234511179.0
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đối vốn lưu động,08,4.485.416.473.048,7.698.312.833.482,,8.0,4485416473048.0,7698312833482.0
3.,2. > 3.,3.,Thay đối các khoản phải thu,09,1.741.937.232.933,1.294.539.596.750,,9.0,1741937232933.0,1294539596750.0
3.,2. > 3.,3.,Thay đối hàng tồn kho,10,(391.235.453.586),(240.536.582.129),,10.0,-391235453586.0,-240536582129.0
3.,2. > 3.,3.,"Thay đối các khoản phải trả (Không kế lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",11,2.056.908.109.776,675.813.619.975,,11.0,2056908109776.0,675813619975.0
3.,2. > 3.,3.,Thay đối chỉ phí trả trước,12,(1.692.655.832.110),(115.704.626.160),,12.0,-1692655832110.0,-115704626160.0
3.,2. > 3.,3.,Tiền lãi vay đã trả,14,(531.842.668.922),(893.368.318.908),,14.0,-531842668922.0,-893368318908.0
3.,2. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,15,(340.177.154.167),(329.771.300.000),,15.0,-340177154167.0,-329771300000.0
3.,2. > 3.,3.,Tiền thu khác từ hoạt động kinh doanh,16,25.380.000,23.000.000,,16.0,25380000.0,23000000.0
3.,2. > 3.,3.,Tiền chỉ khác cho hoạt động kinh doanh,17,(181.642.665.895),(132.651.248.003),,17.0,-181642665895.0,-132651248003.0
3.,2. > 3.,3.,Lưu chuyển tiên thuần từ hoạt động kinh doanh,20,5.146.733.421.077,7.956.656.975.007,,20.0,5146733421077.0,7956656975007.0
II.,II.,II.,LUFU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUFU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUFU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,LUFU CHUYẾN TIỀN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
1.,II. > 1.,1.,"Tiền chỉ mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,(285.746.698.682),(145.573.872.673),,21.0,-285746698682.0,-145573872673.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",22,1.945.727.273,3.251.078.268,,22.0,1945727273.0,3251078268.0
3.,II. > 3.,3.,"Tiền chỉ cho vay, mua công cụ nợ của đơn vị khác",23,(499.599.227.215),(510.674.411.339),,23.0,-499599227215.0,-510674411339.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,568.977.000.000,380.000.000.000,,24.0,568977000000.0,380000000000.0
5.,II. > 5.,5.,Tiền chỉ đầu tư góp vốn vào đơn vị khác,25,(53.369.864.147),-,,25.0,-53369864147.0,
6.,II. > 6.,6.,Tiền thu hồi đầu tư vốn vào đơn vị khác,26,525.636.630.123,-,,26.0,525636630123.0,
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,304.771.147.002,374.075.946.447,,27.0,304771147002.0,374075946447.0
7.,II. > 7.,7.,Lưu chuyển tiên thuần từ hoạt động đầu tư,30,562.614.714.354,101.078.740.703,,30.0,562614714354.0,101078740703.0
