row_label_raw,row_label_full,"Giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc khó có khả năng thu hồi > Công ty Mua bán điện - Tập đoàn Điện lực Việt Nam (""EPTC-EVN"")","Số cuối năm > Giá gốc > Giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc khó có khả năng thu hồi > 115.850.778.145","Số cuối năm > Dự phòng > Giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc khó có khả năng thu hồi > 64.738.012.155","Số cuối năm > VNDGiá trị có thể thu hồi được > Giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc khó có khả năng thu hồi > 51.112.765.990","Số cuối năm > Giá gốc > Giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc khó có khả năng thu hồi > 825.733.549.718","Số cuối năm > Dự phòng > Giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc khó có khả năng thu hồi > 769.611.843.321","Số đầu năm > VNDGiá trị có thể thu hồi được > Giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc khó có khả năng thu hồi > 56.121.706.397","numeric__Số cuối năm > Giá gốc > Giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc khó có khả năng thu hồi > 115.850.778.145","numeric__Số cuối năm > Dự phòng > Giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc khó có khả năng thu hồi > 64.738.012.155","numeric__Số cuối năm > VNDGiá trị có thể thu hồi được > Giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc khó có khả năng thu hồi > 51.112.765.990","numeric__Số cuối năm > Giá gốc > Giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc khó có khả năng thu hồi > 825.733.549.718","numeric__Số cuối năm > Dự phòng > Giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc khó có khả năng thu hồi > 769.611.843.321","numeric__Số đầu năm > VNDGiá trị có thể thu hồi được > Giá trị các khoản phải thu, cho vay quá hạn thanh toán hoặc khó có khả năng thu hồi > 56.121.706.397"
Công ty Cổ phần Tư vấn Dự án Điện lực Dầu khí,Công ty Cổ phần Tư vấn Dự án Điện lực Dầu khí,Công ty Cổ phần Tư vấn Dự án Điện lực Dầu khí,7.860.374.881,7.860.374.881,-,8.179.082.781,8.179.082.781,-,7860374881.0,7860374881.0,,8179082781.0,8179082781.0,
Công ty Cổ phần Xây lắp Dầu khí Miền Trung,Công ty Cổ phần Xây lắp Dầu khí Miền Trung,Công ty Cổ phần Xây lắp Dầu khí Miền Trung,7.045.317.471,7.045.317.471,-,7.045.317.471,7.045.317.471,-,7045317471.0,7045317471.0,,7045317471.0,7045317471.0,
Công ty Cổ phần Xuất nhập khẩu Tân Hồng,Công ty Cổ phần Xuất nhập khẩu Tân Hồng,Công ty Cổ phần Xuất nhập khẩu Tân Hồng,,-,-,96.856.865.496,96.856.865.496,-,,,,96856865496.0,96856865496.0,
Công ty Cổ phần Tập đoàn Vina Megastar,Công ty Cổ phần Tập đoàn Vina Megastar,Công ty Cổ phần Tập đoàn Vina Megastar,,-,-,33.627.654.160,33.627.654.160,-,,,,33627654160.0,33627654160.0,
Công ty Cổ phần Xây lắp Dầu khí IMICO,Công ty Cổ phần Xây lắp Dầu khí IMICO,Công ty Cổ phần Xây lắp Dầu khí IMICO,,-,-,15.381.516.087,15.381.516.087,-,,,,15381516087.0,15381516087.0,
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,2.714.279.949,1.602.944.864,1.111.335.085,71.351.098.295,70.239.763.210,1.111.335.085,2714279949.0,1602944864.0,1111335085.0,71351098295.0,70239763210.0,1111335085.0
,,,133.470.750.446,81.246.649.371,52.224.101.075,1.058.175.084.008,1.000.942.042.526,57.233.041.482,133470750446.0,81246649371.0,52224101075.0,1058175084008.0,1000942042526.0,57233041482.0
