row_label_raw,row_label_full,col_0,Số cuối năm > Giá trịVND,Số cuối năm > Lãi suất,Số cuối năm > Kỳ hạn,Số đầu năm > Giá trịVND,Số đầu năm > Lãi suất,Số đầu năm > Kỳ hạn,numeric__Số cuối năm > Giá trịVND,numeric__Số cuối năm > Lãi suất,numeric__Số cuối năm > Kỳ hạn,numeric__Số đầu năm > Giá trịVND,numeric__Số đầu năm > Lãi suất,numeric__Số đầu năm > Kỳ hạn
Trái phiếu phát hành,Trái phiếu phát hành,Trái phiếu phát hành,Trái phiếu phát hành,Trái phiếu phát hành,Trái phiếu phát hành,Trái phiếu phát hành,Trái phiếu phát hành,Trái phiếu phát hành,,,,,,
Công ty Cổ phần Chứng khoán Kỹ Thương (i),Trái phiếu phát hành > Công ty Cổ phần Chứng khoán Kỹ Thương (i),Công ty Cổ phần Chứng khoán Kỹ Thương (i),198.888.888.886,"9,06%-9,96%",3 năm,197.555.555.554,"9,06%-9,96%",3 năm,198888888886.0,,,197555555554.0,,
Công ty TNHH MTV Quản lý nợ và Khai thác Tài sản Ngân hàng TMCP Đại Chứng Việt Nam (ii),Trái phiếu phát hành > Công ty TNHH MTV Quản lý nợ và Khai thác Tài sản Ngân hàng TMCP Đại Chứng Việt Nam (ii),Công ty TNHH MTV Quản lý nợ và Khai thác Tài sản Ngân hàng TMCP Đại Chứng Việt Nam (ii),79.288.888.880,10 00%,3 năm,78.755.555.552,10 00%,3 năm,79288888880.0,,,78755555552.0,,
Ông Lê Xuân Học (iii),Trái phiếu phát hành > Ông Lê Xuân Học (iii),Ông Lê Xuân Học (iii),84.244.444.440,"10,00%",3 năm,83.677.777.776,"10,00%",3 năm,84244444440.0,0.1,,83677777776.0,0.1,
Công ty Cổ phần Quản lý Quỹ Ngân hàng TMCP Đại Chứng Việt Nam (iv),Trái phiếu phát hành > Công ty Cổ phần Quản lý Quỹ Ngân hàng TMCP Đại Chứng Việt Nam (iv),Công ty Cổ phần Quản lý Quỹ Ngân hàng TMCP Đại Chứng Việt Nam (iv),14.866.666.660,"10,00%",3 năm,14.766.666.664,"10,00%",3 năm,14866666660.0,0.1,,14766666664.0,0.1,
Công ty Cổ phần Quản lý Quỹ đầu tư MB (v),Trái phiếu phát hành > Công ty Cổ phần Quản lý Quỹ đầu tư MB (v),Công ty Cổ phần Quản lý Quỹ đầu tư MB (v),59.266.666.662,"10,00%",3 năm,58.866.666.666,"10,00%",3 năm,59266666662.0,0.1,,58866666666.0,0.1,
Công ty Cổ phần chứng khoán Rồng Việt - chỉ nhánh Hà Nội (vi),Trái phiếu phát hành > Công ty Cổ phần chứng khoán Rồng Việt - chỉ nhánh Hà Nội (vi),Công ty Cổ phần chứng khoán Rồng Việt - chỉ nhánh Hà Nội (vi),39.377.777.776,"10,00%",3 năm,-,-,-,39377777776.0,0.1,,,,
Công ty Cổ phần chứng khoán Rồng Việt (vii),Trái phiếu phát hành > Công ty Cổ phần chứng khoán Rồng Việt (vii),Công ty Cổ phần chứng khoán Rồng Việt (vii),148.000.000.000,"9,9%",2 năm,-,-,-,148000000000.0,0.099,,,,
,,,623.933.333.304,,,433.622.222.212,,,623933333304.0,,,433622222212.0,,
