row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,VND Dự phòng,Giá gốc,VND Dự phòng,,,,
Công ty Cố phần Điện Việt Lào,Công ty Cố phần Điện Việt Lào,Công ty Cố phần Điện Việt Lào,320.049.656.500,-,320.049.656.500,-,320049656500.0,,320049656500.0,
Công ty Cố phần Thủy điện Sông Tranh 3,Công ty Cố phần Thủy điện Sông Tranh 3,Công ty Cố phần Thủy điện Sông Tranh 3,29.341.800.000,5.897.544.290,29.341.800.000,-,29341800000.0,5897544290.0,29341800000.0,
Công ty Cố phần EVN Quốc tế,Công ty Cố phần EVN Quốc tế,Công ty Cố phần EVN Quốc tế,28.800.000.000,-,28.800.000.000,-,28800000000.0,,28800000000.0,
Công ty Cố phần Phát triển Đồ thị Dầu khí,Công ty Cố phần Phát triển Đồ thị Dầu khí,Công ty Cố phần Phát triển Đồ thị Dầu khí,18.202.000.000,18.202.000.000,18.202.000.000,18.202.000.000,18202000000.0,18202000000.0,18202000000.0,18202000000.0
Công ty Cố phần Đầu tư Bề tông Công nghệ cao,Công ty Cố phần Đầu tư Bề tông Công nghệ cao,Công ty Cố phần Đầu tư Bề tông Công nghệ cao,11.140.000.000,11.140.000.000,11.140.000.000,11.140.000.000,11140000000.0,11140000000.0,11140000000.0,11140000000.0
Công ty Cố phần Công nghệ Thông tin Viễn thông và Tư động hóa Dầu khí,Công ty Cố phần Công nghệ Thông tin Viễn thông và Tư động hóa Dầu khí,Công ty Cố phần Công nghệ Thông tin Viễn thông và Tư động hóa Dầu khí,5.040.000.000,-,5.040.000.000,-,5040000000.0,,5040000000.0,
Công ty Cố phần Cơ điện Dầu khí,Công ty Cố phần Cơ điện Dầu khí,Công ty Cố phần Cơ điện Dầu khí,1.000.000.000,260.237.063,1.000.000.000,260.237.063,1000000000.0,260237063.0,1000000000.0,260237063.0
"Dầu tư vào Dự án HH3 Nam An Khánh, Hoài Đức, Hà Nội","Dầu tư vào Dự án HH3 Nam An Khánh, Hoài Đức, Hà Nội","Dầu tư vào Dự án HH3 Nam An Khánh, Hoài Đức, Hà Nội",-,-,81.741.478.800,-,,,81741478800.0,
Công ty TNHH FCC Việt Nam,Công ty TNHH FCC Việt Nam,Công ty TNHH FCC Việt Nam,-,-,49.495.000.000,-,,,49495000000.0,
Công ty TNHH Phụ tùng Xe máy Ôtô Showa Việt Nam,Công ty TNHH Phụ tùng Xe máy Ôtô Showa Việt Nam,Công ty TNHH Phụ tùng Xe máy Ôtô Showa Việt Nam,-,-,36.673.137.983,-,,,36673137983.0,
Công ty Cố phần Đông mới và Sửa chữa tàu Dầu khí Nhơn Trạch,Công ty Cố phần Đông mới và Sửa chữa tàu Dầu khí Nhơn Trạch,Công ty Cố phần Đông mới và Sửa chữa tàu Dầu khí Nhơn Trạch,-,-,3.621.000.000,1.432.005.430,,,3621000000.0,1432005430.0
Công ty Cố phần Xây lắp diện Dầu khí Việt Nam,Công ty Cố phần Xây lắp diện Dầu khí Việt Nam,Công ty Cố phần Xây lắp diện Dầu khí Việt Nam,-,-,3.000.000.000,-,,,3000000000.0,
Công ty Cố phần Thực phẩm Nghệ An,Công ty Cố phần Thực phẩm Nghệ An,Công ty Cố phần Thực phẩm Nghệ An,-,-,2.016.000.000,2.016.000.000,,,2016000000.0,2016000000.0
Công ty Cố phần Thủy điện Sơn Trà Sông Đà,Công ty Cố phần Thủy điện Sơn Trà Sông Đà,Công ty Cố phần Thủy điện Sơn Trà Sông Đà,-,-,1.228.800.000,1.228.800.000,,,1228800000.0,1228800000.0
Công ty Cố phần Máy - Thiết bị Dầu khí Miền Nam,Công ty Cố phần Máy - Thiết bị Dầu khí Miền Nam,Công ty Cố phần Máy - Thiết bị Dầu khí Miền Nam,-,-,841.102.790,841.102.790,,,841102790.0,841102790.0
Công ty Cố phần Năng Lương Châu Á Thái Bình Dương,Công ty Cố phần Năng Lương Châu Á Thái Bình Dương,Công ty Cố phần Năng Lương Châu Á Thái Bình Dương,-,-,550.000.000,550.000.000,,,550000000.0,550000000.0
Công ty TNHH Vietnam Nippon Selki,Công ty TNHH Vietnam Nippon Selki,Công ty TNHH Vietnam Nippon Selki,-,-,11.781.000.000,-,,,11781000000.0,
,,,413.573.456.500,35.499.781.353,604.520.976.073,35.670.145.283,413573456500.0,35499781353.0,604520976073.0,35670145283.0
