row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
a. Các khoản phải trả người bán ngắn hạn,a. Các khoản phải trả người bán ngắn hạn,a. Các khoản phải trả người bán ngắn hạn,996.408.560.141,996.408.560.141,1.238.966.550.289,1.238.966.550.289,996408560141.0,996408560141.0,1238966550289.0,1238966550289.0
Công ty General Electric Global Parts and Product GMBH,Công ty General Electric Global Parts and Product GMBH,Công ty General Electric Global Parts and Product GMBH,172.390.738.621,172.390.738.621,174.909.903.158,174.909.903.158,172390738621.0,172390738621.0,174909903158.0,174909903158.0
Tổng Công ty Xây dựng và Phát triển Hạ tầng,Tổng Công ty Xây dựng và Phát triển Hạ tầng,Tổng Công ty Xây dựng và Phát triển Hạ tầng,90.627.990.672,90.627.990.672,93.264.047.294,93.264.047.294,90627990672.0,90627990672.0,93264047294.0,93264047294.0
Tập đoàn Điện lực Việt Nam,Tập đoàn Điện lực Việt Nam,Tập đoàn Điện lực Việt Nam,83.828.022.089,83.828.022.089,36.034.408.210,36.034.408.210,83828022089.0,83828022089.0,36034408210.0,36034408210.0
Tổng Công ty Cổ phần Bảo hiểm Dầu khí Việt Nam PVI,Tổng Công ty Cổ phần Bảo hiểm Dầu khí Việt Nam PVI,Tổng Công ty Cổ phần Bảo hiểm Dầu khí Việt Nam PVI,65.018.207.643,65.018.207.643,73.067.463.702,73.067.463.702,65018207643.0,65018207643.0,73067463702.0,73067463702.0
Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,50.608.197.817,50.608.197.817,175.447.547.709,175.447.547.709,50608197817.0,50608197817.0,175447547709.0,175447547709.0
Tổng Công ty Sông Đà,Tổng Công ty Sông Đà,Tổng Công ty Sông Đà,14.844.788.087,14.844.788.087,46.367.015.302,46.367.015.302,14844788087.0,14844788087.0,46367015302.0,46367015302.0
Tổng Công ty Lắp máy Việt Nam,Tổng Công ty Lắp máy Việt Nam,Tổng Công ty Lắp máy Việt Nam,3.980.051.210,3.980.051.210,20.026.382.739,20.026.382.739,3980051210.0,3980051210.0,20026382739.0,20026382739.0
Công ty Cổ phần Khoáng sản Dan Ka,Công ty Cổ phần Khoáng sản Dan Ka,Công ty Cổ phần Khoáng sản Dan Ka,-,-,170.495.868.468,170.495.868.468,,,170495868468.0,170495868468.0
Công ty Siemens Aktiengesellschaft,Công ty Siemens Aktiengesellschaft,Công ty Siemens Aktiengesellschaft,-,-,60.220.845.325,60.220.845.325,,,60220845325.0,60220845325.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,515.110.564.002,515.110.564.002,389.133.068.382,389.133.068.382,515110564002.0,515110564002.0,389133068382.0,389133068382.0
b. Phải trả người bán là các bên liên quan (chi tiết tai Thuyết minh số 40),b. Phải trả người bán là các bên liên quan (chi tiết tai Thuyết minh số 40),b. Phải trả người bán là các bên liên quan (chi tiết tai Thuyết minh số 40),6.243.580.571.631,6.243.580.571.631,3.410.207.148.055,3.410.207.148.055,6243580571631.0,6243580571631.0,3410207148055.0,3410207148055.0
,,,7.239.989.131.772,7.239.989.131.772,4.649.173.698.344,4.649.173.698.344,7239989131772.0,7239989131772.0,4649173698344.0,4649173698344.0
