row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng trả nợ
,,,VND,VND,VND,VND,VND,VND,,,,,,
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,6.878.607.040.814,6.878.607.040.814,77.968.652.009.029,77.965.259.049.843,6.882.000.000.000,6.882.000.000.000,6878607040814.0,6878607040814.0,77968652009029.0,77965259049843.0,6882000000000.0,6882000000000.0
Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Thành phố Hà Nội,Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Thành phố Hà Nội,Ngân hàng TMCP Công Thương Việt Nam - Chi nhánh Thành phố Hà Nội,4.190.000.000.000,4.190.000.000.000,23.244.290.892.916,24.524.290.892.916,2.910.000.000.000,2.910.000.000.000,4190000000000.0,4190000000000.0,23244290892916.0,24524290892916.0,2910000000000.0,2910000000000.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Quảng Ngãi,-,-,21.541.599.291.754,19.541.599.291.754,2.000.000.000.000,2.000.000.000.000,,,21541599291754.0,19541599291754.0,2000000000000.0,2000000000000.0
Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Hà Nội,Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Hà Nội,Ngân hàng TNHH MTV HSBC (Việt Nam) - Chi nhánh Hà Nội,910.000.000.000,910.000.000.000,2.894.400.000.000,2.554.400.000.000,1.250.000.000.000,1.250.000.000.000,910000000000.0,910000000000.0,2894400000000.0,2554400000000.0,1250000000000.0,1250000000000.0
Ngân hàng Bangkok Đại chúng TNHH - Chi nhánh Hà Nội,Ngân hàng Bangkok Đại chúng TNHH - Chi nhánh Hà Nội,Ngân hàng Bangkok Đại chúng TNHH - Chi nhánh Hà Nội,-,-,3.250.000.000.000,2.550.000.000.000,700.000.000.000,700.000.000.000,,,3250000000000.0,2550000000000.0,700000000000.0,700000000000.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Dung Quất,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Dung Quất,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Dung Quất,-,-,48.000.000.000,26.000.000.000,22.000.000.000,22.000.000.000,,,48000000000.0,26000000000.0,22000000000.0,22000000000.0
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Quảng Ngãi,-,-,14.547.258.693.171,14.547.258.693.171,-,-,,,14547258693171.0,14547258693171.0,,
Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng TMCP Đại Chứng Việt Nam - Chi nhánh Quảng Ngãi,499.133.652.453,499.133.652.453,5.483.103.131.188,5.982.236.783.641,-,-,499133652453.0,499133652453.0,5483103131188.0,5982236783641.0,,
Ngân hàng TMCP Phát triển TP. Hồ Chí Minh - Hội sở chính,Ngân hàng TMCP Phát triển TP. Hồ Chí Minh - Hội sở chính,Ngân hàng TMCP Phát triển TP. Hồ Chí Minh - Hội sở chính,-,-,3.400.000.000.000,3.400.000.000.000,-,-,,,3400000000000.0,3400000000000.0,,
Ngân hàng TMCP Xuất Nhập Khẩu Việt Nam - Chi nhánh Long Biên,Ngân hàng TMCP Xuất Nhập Khẩu Việt Nam - Chi nhánh Long Biên,Ngân hàng TMCP Xuất Nhập Khẩu Việt Nam - Chi nhánh Long Biên,799.473.388.361,799.473.388.361,1.800.000.000.000,2.599.473.388.361,-,-,799473388361.0,799473388361.0,1800000000000.0,2599473388361.0,,
Ngân hàng BNP Paribas – Chi nhánh Hà Nội,Ngân hàng BNP Paribas – Chi nhánh Hà Nội,Ngân hàng BNP Paribas – Chi nhánh Hà Nội,480.000.000.000,480.000.000.000,1.240.000.000.000,1.720.000.000.000,-,-,480000000000.0,480000000000.0,1240000000000.0,1720000000000.0,,
Ngân hàng TMCP Đông Nam Á - Chi nhánh Đà Nẵng,Ngân hàng TMCP Đông Nam Á - Chi nhánh Đà Nẵng,Ngân hàng TMCP Đông Nam Á - Chi nhánh Đà Nẵng,-,-,520.000.000.000,520.000.000.000,-,-,,,520000000000.0,520000000000.0,,
Nợ dài hạn đến hạn trả (xem Thuyết minh số 19),Nợ dài hạn đến hạn trả (xem Thuyết minh số 19),Nợ dài hạn đến hạn trả (xem Thuyết minh số 19),2.950.574.311.922,1.886.727.040.000,1.042.830.632.993,1.920.998.970.000,2.072.405.974.915,974.698.760.000,2950574311922.0,1886727040000.0,1042830632993.0,1920998970000.0,2072405974915.0,974698760000.0
Chi tiết số dư vay dài hạn đến hạn trả tại:,Chi tiết số dư vay dài hạn đến hạn trả tại:,Chi tiết số dư vay dài hạn đến hạn trả tại:,Chi tiết số dư vay dài hạn đến hạn trả tại:,Chi tiết số dư vay dài hạn đến hạn trả tại:,Chi tiết số dư vay dài hạn đến hạn trả tại:,Chi tiết số dư vay dài hạn đến hạn trả tại:,Chi tiết số dư vay dài hạn đến hạn trả tại:,Chi tiết số dư vay dài hạn đến hạn trả tại:,,,,,,
Công ty Cổ phần Lộc hóa dầu Bình Sơn,Chi tiết số dư vay dài hạn đến hạn trả tại: > Công ty Cổ phần Lộc hóa dầu Bình Sơn,Công ty Cổ phần Lộc hóa dầu Bình Sơn,1.886.727.040.000,1.886.727.040.000,1.008.970.690.000,1.920.998.970.000,974.698.760.000,974.698.760.000,1886727040000.0,1886727040000.0,1008970690000.0,1920998970000.0,974698760000.0,974698760000.0
