row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,24,167.126.456.807.653,101.114.077.419.627,,1.0,24.0,167126456807653.0,101114077419627.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,24,2.744.021.629,34.042.161.497,,2.0,24.0,2744021629.0,34042161497.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01-02),10,24,167.123.712.786.024,101.080.035.258.130,,10.0,24.0,167123712786024.0,101080035258130.0
4.,4.,4.,Giá vốn hàng bán và dịch vụ cung cấp,11,25,151.027.307.397.420,93.381.313.715.080,,11.0,25.0,151027307397420.0,93381313715080.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,16.096.405.388.604,7.698.721.543.050,,20.0,,16096405388604.0,7698721543050.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,27,1.750.275.299.515,1.014.896.787.839,,21.0,27.0,1750275299515.0,1014896787839.0
7.,7.,7.,Chi phí tài chính,22,28,923.195.487.108,619.255.475.339,,22.0,28.0,923195487108.0,619255475339.0
,,,- Trong đó: Chi phí lãi vay,23,,252.789.589.546,406.811.371.357,,23.0,,252789589546.0,406811371357.0
8.,8.,8.,Chi phí bán hàng,25,29,908.980.731.417,781.029.744.856,,25.0,29.0,908980731417.0,781029744856.0
9.,9.,9.,Chi phí quản lý doanh nghiệp,26,29,514.762.438.322,406.693.387.067,,26.0,29.0,514762438322.0,406693387067.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,15.499.742.031.272,6.906.639.723.627,,30.0,,15499742031272.0,6906639723627.0
11.,11.,11.,Thu nhập khác,31,30,87.017.979.405,35.032.613.512,,31.0,30.0,87017979405.0,35032613512.0
12.,12.,12.,Chi phí khác,32,,951.863.559,995.701.929,,32.0,,951863559.0,995701929.0
13.,13.,13.,Lợi nhuận khác (40=31-32),40,,86.066.115.846,34.036.911.583,,40.0,,86066115846.0,34036911583.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,15.585.808.147.118,6.940.676.635.210,,50.0,,15585808147118.0,6940676635210.0
15.,15.,15.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,31,890.394.134.163,302.761.744.904,,51.0,31.0,890394134163.0,302761744904.0
16.,16.,16.,Chi phí/(thu nhập) thuế thu nhập doanh nghiệp hoãn lại,52,32,26.077.223.876,(45.624.962.070),,52.0,32.0,26077223876.0,-45624962070.0
17.,17.,17.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),60,,14.669.336.789.079,6.683.539.852.376,,60.0,,14669336789079.0,6683539852376.0
,,,Trong đó:,,,,,,,,,
17.1.,17.1.,17.1.,Lợi nhuận sau thuế của cổ đông của Công ty mẹ,61,,14.725.833.852.993,6.715.504.313.658,,61.0,,14725833852993.0,6715504313658.0
17.2.,17.2.,17.2.,(Lỗ) sau thuế của cổ đông không kiểm soát,62,,(56.497.063.914),(31.964.461.282),,62.0,,-56497063914.0,-31964461282.0
18.,18.,18.,Lãi cơ bản trên cổ phiếu,70,33,,2.073,,70.0,33.0,,2073.0
Lê Thị Hồng Trâm Người lập biểu,Lê Thị Hồng Trâm Người lập biểu,Lê Thị Hồng Trâm Người lập biểu,Lê Thị Hồng Trâm Người lập biểu,Bạch Đức Lỏng Kế toán trưởng,Bạch Đức Lỏng Kế toán trưởng,Bùi Ngọc Dương Tổng Giám đốc,Bùi Ngọc Dương Tổng Giám đốc,,,,,
