row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Nợ dài hạn đến hạn trả,Số cuối năm > Nợ phải trả sau 12 tháng,Số cuối năm > Giá trị_1,Số đầu năm > Nợ dài hạn đến hạn trả,Số đầu năm > Nợ phải trả sau 12 tháng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Nợ dài hạn đến hạn trả,numeric__Số cuối năm > Nợ phải trả sau 12 tháng,numeric__Số cuối năm > Giá trị_1,numeric__Số đầu năm > Nợ dài hạn đến hạn trả,numeric__Số đầu năm > Nợ phải trả sau 12 tháng
,,,VND,VND,VND,VND,VND,VND,,,,,,
Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,Vay dài hạn,,,,,,
Ngân hàng Phát triển Việt Nam - Chi nhánh Quảng Ngãi,Vay dài hạn > Ngân hàng Phát triển Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng Phát triển Việt Nam - Chi nhánh Quảng Ngãi,974.698.760.000,974.698.760.000,-,2.829.366.080.000,1.886.727.040.000,942.639.040.000,974698760000.0,974698760000.0,,2829366080000.0,1886727040000.0,942639040000.0
Ngân hàng TMCP Đại chứng Việt Nam - Chi nhánh Quảng Ngãi,Vay dài hạn > Ngân hàng TMCP Đại chứng Việt Nam - Chi nhánh Quảng Ngãi,Ngân hàng TMCP Đại chứng Việt Nam - Chi nhánh Quảng Ngãi,528.561.058.941,528.561.058.941,-,511.356.947.757,511.356.947.757,-,528561058941.0,528561058941.0,,511356947757.0,511356947757.0,
Ngân hàng Thương mại TNHH MTV Đại Dương - Chi nhánh Quảng Ngãi,Vay dài hạn > Ngân hàng Thương mại TNHH MTV Đại Dương - Chi nhánh Quảng Ngãi,Ngân hàng Thương mại TNHH MTV Đại Dương - Chi nhánh Quảng Ngãi,350.510.930.101,350.510.930.101,-,340.217.497.505,340.217.497.505,-,350510930101.0,350510930101.0,,340217497505.0,340217497505.0,
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Dung Quát,Vay dài hạn > Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Dung Quát,Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Dung Quát,218.635.225.873,218.635.225.873,-,212.272.826.660,212.272.826.660,-,218635225873.0,218635225873.0,,212272826660.0,212272826660.0,
,,,2.072.405.974.915,2.072.405.974.915,-,3.893.213.351.922,2.950.574.311.922,942.639.040.000,2072405974915.0,2072405974915.0,,3893213351922.0,2950574311922.0,942639040000.0
