row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai,Số cuối nămVND > 2.072.405.974.915 > -,Số đầu nămVND > 2.950.574.311.922 > 942.639.040.000,numeric__Số cuối nămVND > 2.072.405.974.915 > -,numeric__Số đầu nămVND > 2.950.574.311.922 > 942.639.040.000
,,,2.072.405.974.915,3.893.213.351.922,2072405974915.0,3893213351922.0
Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),Trừ: số phải trả trong vòng 12 tháng(được trình bày ở phần vay ngắn hạn),2.072.405.974.915,2.950.574.311.922,2072405974915.0,2950574311922.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,-,942.639.040.000,,942639040000.0
