row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,Tổng doanh thu bán hàng và cung cấp dịch vụ,,
Doanh thu Diesel DO,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Diesel DO,Doanh thu Diesel DO,66.717.251.601.041,34.105.574.135.202,66717251601041.0,34105574135202.0
Doanh thu Xăng Mogas 95,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Xăng Mogas 95,Doanh thu Xăng Mogas 95,47.523.202.071.794,33.412.814.337.891,47523202071794.0,33412814337891.0
Doanh thu Xăng Mogas 92,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Xăng Mogas 92,Doanh thu Xăng Mogas 92,24.088.284.208.856,14.847.352.384.418,24088284208856.0,14847352384418.0
Doanh thu Jet A1,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Jet A1,Doanh thu Jet A1,10.854.804.732.706,3.000.551.623.922,10854804732706.0,3000551623922.0
Doanh thu LPG,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu LPG,Doanh thu LPG,9.292.539.523.199,7.942.513.069.668,9292539523199.0,7942513069668.0
Doanh thu Polypropylene,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Polypropylene,Doanh thu Polypropylene,4.360.464.540.763,5.251.827.700.173,4360464540763.0,5251827700173.0
Doanh thu Dầu nhiên liệu FO,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Dầu nhiên liệu FO,Doanh thu Dầu nhiên liệu FO,2.419.150.646.293,1.768.424.925.550,2419150646293.0,1768424925550.0
Doanh thu Xăng sinh học E5,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Xăng sinh học E5,Doanh thu Xăng sinh học E5,670.356.909.418,542.720.203.618,670356909418.0,542720203618.0
Doanh thu Jet A-1K,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Jet A-1K,Doanh thu Jet A-1K,348.599.031.343,-,348599031343.0,
Doanh thu Diesel DO L-62,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Diesel DO L-62,Doanh thu Diesel DO L-62,268.932.939.600,-,268932939600.0,
Doanh thu xăng Mogas 83,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu xăng Mogas 83,Doanh thu xăng Mogas 83,218.559.681.175,-,218559681175.0,
Doanh thu Kerosene,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu Kerosene,Doanh thu Kerosene,168.854.272.226,-,168854272226.0,
Doanh thu dịch vụ cảng biển,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu dịch vụ cảng biển,Doanh thu dịch vụ cảng biển,135.457.079.915,123.291.305.277,135457079915.0,123291305277.0
Doanh thu khác,Tổng doanh thu bán hàng và cung cấp dịch vụ > Doanh thu khác,Doanh thu khác,59.999.569.324,119.007.733.908,59999569324.0,119007733908.0
,,,167.126.456.807.653,101.114.077.419.627,167126456807653.0,101114077419627.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,
Chiết khấu thương mại,Các khoản giảm trừ doanh thu > Chiết khấu thương mại,Chiết khấu thương mại,2.744.021.629,33.937.805.597,2744021629.0,33937805597.0
Giảm giá hàng bán,Các khoản giảm trừ doanh thu > Giảm giá hàng bán,Giảm giá hàng bán,-,104.355.900,,104355900.0
,,,2.744.021.629,34.042.161.497,2744021629.0,34042161497.0
Doanh thu thuần về bán hàng và cung cấp dịch vụ,Các khoản giảm trừ doanh thu > Doanh thu thuần về bán hàng và cung cấp dịch vụ,Doanh thu thuần về bán hàng và cung cấp dịch vụ,167.123.712.786.024,101.080.035.258.130,167123712786024.0,101080035258130.0
Trong đó: Doanh thu với các bên liên quan(chi tiết tại Thuyết minh số 34),Các khoản giảm trừ doanh thu > Trong đó: Doanh thu với các bên liên quan(chi tiết tại Thuyết minh số 34),Trong đó: Doanh thu với các bên liên quan(chi tiết tại Thuyết minh số 34),35.646.059.613.691,21.832.441.343.928,35646059613691.0,21832441343928.0
