row_label_raw,row_label_full,col_0,Số đầu năm,Số phải thu phát sinh trong năm,Số thực thu/bù trừ phát sinh trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số phải thu phát sinh trong năm,numeric__Số thực thu/bù trừ phát sinh trong năm,numeric__Số cuối năm
"Phí, lệ phí và các khoản khác","Phí, lệ phí và các khoản khác","Phí, lệ phí và các khoản khác",18.475.273,-,(1.881.628),16.593.645,18475273.0,,-1881628.0,16593645.0
Cộng,Cộng,Cộng,18.475.273,-,(1.881.628),16.593.645,18475273.0,,-1881628.0,16593645.0
