row_label_raw,row_label_full,Số đầu năm,Năm nay > 155.630.221.662,Năm trước > 15.103.224.713,numeric__Năm nay > 155.630.221.662,numeric__Năm trước > 15.103.224.713
Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,Trích lập dự phòng bổ sung,-,140.526.996.949,,140526996949.0
Hoàn nhập dự phòng,Hoàn nhập dự phòng,Hoàn nhập dự phòng,(43.881.430.459),-,-43881430459.0,
Số cuối năm,Số cuối năm,Số cuối năm,111.748.791.203,155.630.221.662,111748791203.0,155630221662.0
