row_label_raw,row_label_full,Họ tên,Chức vụ,Năm nay,Năm trước,numeric__Chức vụ,numeric__Năm nay,numeric__Năm trước
Nguyễn Văn Sang,Nguyễn Văn Sang,Nguyễn Văn Sang,Chủ tịch HĐQT,60.000.000,60.000.000,,60000000.0,60000000.0
Nguyễn Thị Minh Nguyệt,Nguyễn Thị Minh Nguyệt,Nguyễn Thị Minh Nguyệt,Phó Chủ tịch HĐQT,48.000.000,48.000.000,,48000000.0,48000000.0
Nguyễn Ninh Dũng,Nguyễn Ninh Dũng,Nguyễn Ninh Dũng,Thành viên HĐQT,48.000.000,48.000.000,,48000000.0,48000000.0
Vũ Thị Minh Hoài,Vũ Thị Minh Hoài,Vũ Thị Minh Hoài,Thành viên HĐQT,48.000.000,48.000.000,,48000000.0,48000000.0
Vũ Anh Trọng,Vũ Anh Trọng,Vũ Anh Trọng,Thành viên độc lập HĐQT,48.000.000,48.000.000,,48000000.0,48000000.0
Cao Trọng Hoan,Cao Trọng Hoan,Cao Trọng Hoan,Thành viên HĐQT (đến 24/5/2023),-,18.967.742,,,18967742.0
Đào Hữu Long,Đào Hữu Long,Đào Hữu Long,Thành viên độc lập HĐQT (đến 24/5/2023),-,18.967.742,,,18967742.0
Phạm Tuấn Sơn,Phạm Tuấn Sơn,Phạm Tuấn Sơn,Thành viên HĐQT (từ 24/5/2023 đến 26/4/2024),15.333.333,29.032.258,,15333333.0,29032258.0
Nguyễn Ngọc Mai,Nguyễn Ngọc Mai,Nguyễn Ngọc Mai,Thành viên HĐQT (từ 26/4/2024),32.666.667,-,,32666667.0,
Đinh Quốc Hùng,Đinh Quốc Hùng,Đinh Quốc Hùng,Thành viên độc lập HĐQT (từ 24/5/2023),48.000.000,29.032.258,,48000000.0,29032258.0
Ngô Thu Trang,Ngô Thu Trang,Ngô Thu Trang,Trưởng BKS (đến 26/4/2024),11.500.000,36.000.000,,11500000.0,36000000.0
Nguyễn Thị Thu Hường,Nguyễn Thị Thu Hường,Nguyễn Thị Thu Hường,Trưởng BKS (từ 26/4/2024),24.500.000,-,,24500000.0,
Nguyễn Thị Thảo,Nguyễn Thị Thảo,Nguyễn Thị Thảo,Thành viên BKS (đến 24/05/2023),-,7.112.903,,,7112903.0
Võ Đình Bảo,Võ Đình Bảo,Võ Đình Bảo,Thành viên BKS (từ 17/06/2022),18.000.000,18.000.000,,18000000.0,18000000.0
Nguyễn Thị Hồng Anh,Nguyễn Thị Hồng Anh,Nguyễn Thị Hồng Anh,Thành viên BKS (từ 24/05/2023),18.000.000,10.887.097,,18000000.0,10887097.0
Nguyễn Thị Hoài,Nguyễn Thị Hoài,Nguyễn Thị Hoài,Tổng Giám đốc (đến 04/04/2023),-,469.574.648,,,469574648.0
Nguyễn Văn Bản,Nguyễn Văn Bản,Nguyễn Văn Bản,Tổng Giám đốc (từ 21/11/2023),1.580.954.380,1.461.793.263,,1580954380.0,1461793263.0
Vũ Thị Minh Hoài,Vũ Thị Minh Hoài,Vũ Thị Minh Hoài,Phó Tổng Giám đốc thường trực,266.086.080,355.247.940,,266086080.0,355247940.0
Nguyễn Ngọc Thắng,Nguyễn Ngọc Thắng,Nguyễn Ngọc Thắng,Phó Tổng Giám đốc (đến 08/09/2023),-,1.172.950.652,,,1172950652.0
Lê Việt Cường,Lê Việt Cường,Lê Việt Cường,Kế toán trường,673.652.242,550.359.546,,673652242.0,550359546.0
,,,Tổng cộng,2.940.692.702,4.429.926.049,,2940692702.0,4429926049.0
