row_label_raw,row_label_full,Tên Công ty,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (Mã: TSC),Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (Mã: TSC),Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (Mã: TSC),196.483.051.890,302.406.014.020,196483051890.0,302406014020.0
Công ty Cổ phần Dược phẩm Cửu Long (Mã: DCL),Công ty Cổ phần Dược phẩm Cửu Long (Mã: DCL),Công ty Cổ phần Dược phẩm Cửu Long (Mã: DCL),1.134.269.978.000,1.060.065.400.000,1134269978000.0,1060065400000.0
