row_label_raw,row_label_full,Số cuối năm,Tổng cộng > Số cuối năm,Từ 1 năm trở xuống > Số cuối năm,Trên 1 năm đến 5 năm > Số cuối năm,Trên 5 năm > Số cuối năm,numeric__Tổng cộng > Số cuối năm,numeric__Từ 1 năm trở xuống > Số cuối năm,numeric__Trên 1 năm đến 5 năm > Số cuối năm,numeric__Trên 5 năm > Số cuối năm
Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,531.748.795.652,88.657.006.632,332.881.942.469,110.209.846.551,531748795652.0,88657006632.0,332881942469.0,110209846551.0
Nợ thuê tài chính,Nợ thuê tài chính,Nợ thuê tài chính,97.795.397.528,24.375.083.640,73.112.956.138,307.357.750,97795397528.0,24375083640.0,73112956138.0,307357750.0
Cộng,Cộng,Cộng,629.544.193.180,113.032.090.272,405.994.898.607,110.517.204.301,629544193180.0,113032090272.0,405994898607.0,110517204301.0
Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,,,,
Vay ngân hàng,Số đầu năm > Vay ngân hàng,Vay ngân hàng,384.177.438.322,77.901.624.004,243.977.817.166,62.297.997.152,384177438322.0,77901624004.0,243977817166.0,62297997152.0
Nợ thuê tài chính,Số đầu năm > Nợ thuê tài chính,Nợ thuê tài chính,121.416.906.975,24.544.084.140,90.437.418.960,6.435.403.875,121416906975.0,24544084140.0,90437418960.0,6435403875.0
Cộng,Số đầu năm > Cộng,Cộng,505.594.345.297,102.445.708.144,334.415.236.126,68.733.401.027,505594345297.0,102445708144.0,334415236126.0,68733401027.0
