row_label_raw,row_label_full,col_0,Vay dài hạnngân hàng,Nợ thuê tài chính,Cộng,numeric__Vay dài hạnngân hàng,numeric__Nợ thuê tài chính,numeric__Cộng
Số đầu năm,Số đầu năm,Số đầu năm,306.275.814.318,96.872.822.835,403.148.637.153,306275814318.0,96872822835.0,403148637153.0
Số tiền vay phát sinh,Số tiền vay phát sinh,Số tiền vay phát sinh,235.473.953.759,2.397.481.500,237.871.435.259,235473953759.0,2397481500.0,237871435259.0
Số tiền vay đã trả,Số tiền vay đã trả,Số tiền vay đã trả,(10.000.972.425),-,(10.000.972.425),-10000972425.0,,-10000972425.0
Kết chuyển sang vay và nợthuê tài chính ngắn hạn,Kết chuyển sang vay và nợthuê tài chính ngắn hạn,Kết chuyển sang vay và nợthuê tài chính ngắn hạn,(88.657.006.632),(25.849.990.447),(114.506.997.079),-88657006632.0,-25849990447.0,-114506997079.0
Số cuối năm,Số cuối năm,Số cuối năm,443.091.789.020,73.420.313.888,516.512.102.908,443091789020.0,73420313888.0,516512102908.0
