row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
"Phải thu gốc hợp tác đầu tư, ủy thác đầu tư, hợp tác kinh doanh","Phải thu gốc hợp tác đầu tư, ủy thác đầu tư, hợp tác kinh doanh","Phải thu gốc hợp tác đầu tư, ủy thác đầu tư, hợp tác kinh doanh",1.793.685.061.413,,3.147.651.776.177,,1793685061413.0,,3147651776177.0,
- Bên liên quan (xem thuyết minh VIII.1),- Bên liên quan (xem thuyết minh VIII.1),- Bên liên quan (xem thuyết minh VIII.1),714.337.000.000,,43.610.000.000,,714337000000.0,,43610000000.0,
- Các tổ chức và cá nhân khác (i),- Các tổ chức và cá nhân khác (i),- Các tổ chức và cá nhân khác (i),1.079.348.061.413,,3.104.041.776.177,,1079348061413.0,,3104041776177.0,
"Phải thu lợi nhuận từ hợp tác đầu tư, cho vay, ủy thác đầu tư","Phải thu lợi nhuận từ hợp tác đầu tư, cho vay, ủy thác đầu tư","Phải thu lợi nhuận từ hợp tác đầu tư, cho vay, ủy thác đầu tư",10.324.511.450,,73.542.922.508,,10324511450.0,,73542922508.0,
- Bên liên quan (xem thuyết minh VIII.1),- Bên liên quan (xem thuyết minh VIII.1),- Bên liên quan (xem thuyết minh VIII.1),9.775.286.114,,7.049.692.326,,9775286114.0,,7049692326.0,
- Các tổ chức và cá nhân khác (ii),- Các tổ chức và cá nhân khác (ii),- Các tổ chức và cá nhân khác (ii),549.225.336,,66.493.230.182,,549225336.0,,66493230182.0,
Các khoản thu khác với bên liên quan (xem thuyết minh VIII.1),Các khoản thu khác với bên liên quan (xem thuyết minh VIII.1),Các khoản thu khác với bên liên quan (xem thuyết minh VIII.1),253.400.844,,253.400.844,,253400844.0,,253400844.0,
Phải thu lãi tiền gửi có kỳ hạn dự thu,Phải thu lãi tiền gửi có kỳ hạn dự thu,Phải thu lãi tiền gửi có kỳ hạn dự thu,18.144.010.275,,9.099.663.689,,18144010275.0,,9099663689.0,
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",2.510.648.946,,2.670.823.705,,2510648946.0,,2670823705.0,
Tạm ứng cho cán bộ công nhân viên,Tạm ứng cho cán bộ công nhân viên,Tạm ứng cho cán bộ công nhân viên,3.452.064.824,,41.328.929.507,,3452064824.0,,41328929507.0,
Thuế GTGT của tài sản thuê tài chính,Thuế GTGT của tài sản thuê tài chính,Thuế GTGT của tài sản thuê tài chính,7.572.153.242,,7.531.505.244,,7572153242.0,,7531505244.0,
Tạm ứng Dự án Nhà máy sẵn Bình Định,Tạm ứng Dự án Nhà máy sẵn Bình Định,Tạm ứng Dự án Nhà máy sẵn Bình Định,3.500.000.000,(3.500.000.000),3.500.000.000,(3.500.000.000),3500000000.0,-3500000000.0,3500000000.0,-3500000000.0
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,10.584.816.566,(5.993.224.609),13.230.952.235,(5.993.224.609),10584816566.0,-5993224609.0,13230952235.0,-5993224609.0
Cộng,Cộng,Cộng,1.850.026.667.560,(9.493.224.609),3.298.809.973.909,(9.493.224.609),1850026667560.0,-9493224609.0,3298809973909.0,-9493224609.0
