row_label_raw,row_label_full,Họ tên,Chức vụ,Năm nay,Năm trước,numeric__Chức vụ,numeric__Năm nay,numeric__Năm trước
Nguyễn Văn Sang,Nguyễn Văn Sang,Nguyễn Văn Sang,Chủ tịch HĐQT,120.000.000,60.000.000,,120000000.0,60000000.0
Nguyễn Thị Minh Nguyệt,Nguyễn Thị Minh Nguyệt,Nguyễn Thị Minh Nguyệt,Phó Chủ tịch HĐQT,96.000.000,48.000.000,,96000000.0,48000000.0
Nguyễn Ninh Dũng,Nguyễn Ninh Dũng,Nguyễn Ninh Dũng,Thành viên HĐQT,96.000.000,48.000.000,,96000000.0,48000000.0
Vũ Thị Minh Hoài,Vũ Thị Minh Hoài,Vũ Thị Minh Hoài,Thành viên HĐQT Tổng Giám đốc (từ 01/05/2025),904.493.093,314.086.080,,904493093.0,314086080.0
Vũ Anh Trọng,Vũ Anh Trọng,Vũ Anh Trọng,Thành viên độc lập HĐQT (đến 21/04/2025),29.600.000,48.000.000,,29600000.0,48000000.0
Phạm Tuấn Sơn,Phạm Tuấn Sơn,Phạm Tuấn Sơn,Thành viên HĐQT (đến 26/04/2024),-,15.333.333,,,15333333.0
Nguyễn Ngọc Mai,Nguyễn Ngọc Mai,Nguyễn Ngọc Mai,Thành viên HĐQT (từ 26/04/2024),96.000.000,32.666.667,,96000000.0,32666667.0
Đinh Quốc Hùng,Đinh Quốc Hùng,Đinh Quốc Hùng,Thành viên độc lập HĐQT (từ 24/5/2023),96.000.000,48.000.000,,96000000.0,48000000.0
Đỗ Văn Thọ,Đỗ Văn Thọ,Đỗ Văn Thọ,Thành viên độc lập HĐQT (từ 22/4/2025),66.400.000,,,66400000.0,
Ngô Thu Trang,Ngô Thu Trang,Ngô Thu Trang,Trường BKS (đến 26/04/2024),-,11.500.000,,,11500000.0
Nguyễn Thị Thu Hường,Nguyễn Thị Thu Hường,Nguyễn Thị Thu Hường,Trường BKS (từ 26/04/2024 đến 21/04/2025),18.500.000,24.500.000,,18500000.0,24500000.0
Võ Đình Bảo,Võ Đình Bảo,Võ Đình Bảo,Trường BKS (từ 22/04/2025),52.600.000,18.000.000,,52600000.0,18000000.0
Nguyễn Thị Hồng Anh,Nguyễn Thị Hồng Anh,Nguyễn Thị Hồng Anh,Thành viên BKS,36.000.000,18.000.000,,36000000.0,18000000.0
Đoàn Xuân Duy,Đoàn Xuân Duy,Đoàn Xuân Duy,Thành viên BKS (từ 22/04/2025),24.900.000,,,24900000.0,
Nguyễn Văn Bản,Nguyễn Văn Bản,Nguyễn Văn Bản,Tổng Giám đốc (đến 30/04/2025),517.651.460,1.580.954.380,,517651460.0,1580954380.0
Lê Việt Cường,Lê Việt Cường,Lê Việt Cường,Kế toán trường Tổng cộng,697.534.060,673.652.242,,697534060.0,673652242.0
,,,,2.851.678.613,2.940.692.702,,2851678613.0,2940692702.0
