row_label_raw,row_label_full,Số cuối năm,Từ 1 năm trở xuống > Số cuối năm,Trên 1 năm đến 5 năm > Số cuối năm,Trên 5 năm > Số cuối năm,Cộng > Số cuối năm,numeric__Từ 1 năm trở xuống > Số cuối năm,numeric__Trên 1 năm đến 5 năm > Số cuối năm,numeric__Trên 5 năm > Số cuối năm,numeric__Cộng > Số cuối năm
Tiền gốc phải trả,Tiền gốc phải trả,Tiền gốc phải trả,24.375.083.640,73.112.956.138,307.357.750,97.795.397.528,24375083640.0,73112956138.0,307357750.0,97795397528.0
Lãi thuê phải trả,Lãi thuê phải trả,Lãi thuê phải trả,7.967.100.554,11.271.305.215,1.239.536,19.239.645.305,7967100554.0,11271305215.0,1239536.0,19239645305.0
Nợ thuê tài chính phải trả,Nợ thuê tài chính phải trả,Nợ thuê tài chính phải trả,32.342.184.194,84.384.261.353,308.597.286,117.035.042.833,32342184194.0,84384261353.0,308597286.0,117035042833.0
Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,,,,
Tiền gốc phải trả,Số đầu năm > Tiền gốc phải trả,Tiền gốc phải trả,24.544.084.140,90.437.418.960,6.435.403.875,121.416.906.975,24544084140.0,90437418960.0,6435403875.0,121416906975.0
Lãi thuê phải trả,Số đầu năm > Lãi thuê phải trả,Lãi thuê phải trả,10.479.546.246,19.262.617.901,221.730.399,29.963.894.546,10479546246.0,19262617901.0,221730399.0,29963894546.0
Nợ thuê tài chính phải trả,Số đầu năm > Nợ thuê tài chính phải trả,Nợ thuê tài chính phải trả,35.023.630.386,109.700.036.861,6.657.134.274,151.380.801.521,35023630386.0,109700036861.0,6657134274.0,151380801521.0
