row_label_raw,row_label_full,col_0,Vay ngắn hạn ngân hàng,Vay ngắn hạn các tổ chức khác,Vay dài hạn đến hạn trả,Nợ thuê tài chính đến hạn trả,Tổng cộng,numeric__Vay ngắn hạn ngân hàng,numeric__Vay ngắn hạn các tổ chức khác,numeric__Vay dài hạn đến hạn trả,numeric__Nợ thuê tài chính đến hạn trả,numeric__Tổng cộng
Số đầu năm,Số đầu năm,Số đầu năm,882.510.088.454,5.140.000.000,77.901.624.004,24.544.084.140,990.095.796.598,882510088454.0,5140000000.0,77901624004.0,24544084140.0,990095796598.0
Số tiền vay phát sinh trong năm (*),Số tiền vay phát sinh trong năm (*),Số tiền vay phát sinh trong năm (*),4.396.836.109.601,102.600.000.000,-,-,4.499.436.109.601,4396836109601.0,102600000000.0,,,4499436109601.0
Kết chuyển từ vay và nợ thuê tài chính dài hạn,Kết chuyển từ vay và nợ thuê tài chính dài hạn,Kết chuyển từ vay và nợ thuê tài chính dài hạn,-,-,88.657.006.632,25.849.990.447,114.506.997.079,,,88657006632.0,25849990447.0,114506997079.0
Số tiền vay đã trả trong năm (*),Số tiền vay đã trả trong năm (*),Số tiền vay đã trả trong năm (*),(4.251.183.894.942),(100.240.000.000),(77.901.624.004),(26.018.990.947),(4.455.344.509.893),-4251183894942.0,-100240000000.0,-77901624004.0,-26018990947.0,-4455344509893.0
Số cuối năm,Số cuối năm,Số cuối năm,1.028.162.303.113,7.500.000.000,88.657.006.632,24.375.083.640,1.148.694.393.385,1028162303113.0,7500000000.0,88657006632.0,24375083640.0,1148694393385.0
