row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,1.989.196.425.781,1.806.932.964.486,,300.0,,1989196425781.0,1806932964486.0
I.,I.,I.,Nợ ngắn hạn,310,,1.430.714.824.448,1.366.296.163.491,,310.0,,1430714824448.0,1366296163491.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.17,113.832.757.412,108.239.994.256,,311.0,,113832757412.0,108239994256.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.18,4.886.283.840,23.793.973.340,,312.0,,4886283840.0,23793973340.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.19b,43.628.356.756,79.683.392.947,,313.0,,43628356756.0,79683392947.0
4.,4.,4.,Phải trả người lao động,314,,36.867.550.631,37.438.812.333,,314.0,,36867550631.0,37438812333.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.20,26.488.173.841,35.324.155.679,,315.0,,26488173841.0,35324155679.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,,378.144.995,116.562.537,,318.0,,378144995.0,116562537.0
9.,9.,9.,Phải trả ngắn hạn khác,319,V.21a,43.517.544.862,79.643.680.908,,319.0,,43517544862.0,79643680908.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.22a,1.148.694.393.385,990.095.796.598,,320.0,,1148694393385.0,990095796598.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.23,12.421.618.726,11.959.794.893,,322.0,,12421618726.0,11959794893.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,558.481.601.333,440.636.800.995,,330.0,,558481601333.0,440636800995.0
1.,1.,1.,Phải trả người bán dài hạn,331,,-,-,,331.0,,,
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,,-,-,,336.0,,,
7.,7.,7.,Phải trả dài hạn khác,337,V.21b,8.925.174.601,8.906.974.601,,337.0,,8925174601.0,8906974601.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.22b,516.512.102.908,403.148.637.153,,338.0,,516512102908.0,403148637153.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,V.24b,33.044.323.824,28.581.189.241,,341.0,,33044323824.0,28581189241.0
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
