row_label_raw,row_label_full,Phải thu các bên liên quan (Xem thuyết minh VIII.1) (i),Số cuối năm > 112.809.000.000,Số đầu năm > -,numeric__Số cuối năm > 112.809.000.000,numeric__Số đầu năm > -
Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,138.350.000.000,80.524.595.050,138350000000.0,80524595050.0
Công ty Cổ phần Chứng khoán Đầu khí (ii),Công ty Cổ phần Chứng khoán Đầu khí (ii),Công ty Cổ phần Chứng khoán Đầu khí (ii),10.000.000.000,35.000.000.000,10000000000.0,35000000000.0
Công ty Cổ phần Đầu tư Thương mại Dầu khí Việt Nam (ii),Công ty Cổ phần Đầu tư Thương mại Dầu khí Việt Nam (ii),Công ty Cổ phần Đầu tư Thương mại Dầu khí Việt Nam (ii),40.000.000.000,-,40000000000.0,
Công ty Cổ phần Đầu tư – Xây dựng và Kinh doanh Nhà Sài Gòn (iii),Công ty Cổ phần Đầu tư – Xây dựng và Kinh doanh Nhà Sài Gòn (iii),Công ty Cổ phần Đầu tư – Xây dựng và Kinh doanh Nhà Sài Gòn (iii),-,45.174.595.050,,45174595050.0
Công ty Cổ phần Công nghệ Tài chính Encapital (iv),Công ty Cổ phần Công nghệ Tài chính Encapital (iv),Công ty Cổ phần Công nghệ Tài chính Encapital (iv),8.000.000.000,-,8000000000.0,
Công ty Cổ phần Việt Mỹ Phú Yên (v),Công ty Cổ phần Việt Mỹ Phú Yên (v),Công ty Cổ phần Việt Mỹ Phú Yên (v),65.000.000.000,-,65000000000.0,
Công ty Cổ phần Việt Thái Quốc tế (vi),Công ty Cổ phần Việt Thái Quốc tế (vi),Công ty Cổ phần Việt Thái Quốc tế (vi),15.000.000.000,-,15000000000.0,
Công ty Cổ phần Nông nghiệp Mùa xuân Hậu Giang (ii),Công ty Cổ phần Nông nghiệp Mùa xuân Hậu Giang (ii),Công ty Cổ phần Nông nghiệp Mùa xuân Hậu Giang (ii),350.000.000,350.000.000,350000000.0,350000000.0
Cộng,Cộng,Cộng,251.159.000.000,80.524.595.050,251159000000.0,80524595050.0
