row_label_raw,row_label_full,col_0,Số đầu năm,Số phát sinh trong năm,Số bù trừ trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Số phát sinh trong năm,numeric__Số bù trừ trong năm,numeric__Số cuối năm
Thuế GTGT hàng bán nội địa và nhập khẩu,Thuế GTGT hàng bán nội địa và nhập khẩu,Thuế GTGT hàng bán nội địa và nhập khẩu,1.033.825.557,2.320.439.363,(1.027.656.493),2.326.608.427,1033825557.0,2320439363.0,-1027656493.0,2326608427.0
"Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu",124.235.899,3.393.128.190,(2.114.625.028),1.402.739.061,124235899.0,3393128190.0,-2114625028.0,1402739061.0
Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,74.075.119,9.430.000,(16.110.000),67.395.119,74075119.0,9430000.0,-16110000.0,67395119.0
"Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác","Phí, lệ phí và các khoản phải nộp khác",16.593.645,217.495.000,-,234.088.645,16593645.0,217495000.0,,234088645.0
Cộng,Cộng,Cộng,1.248.730.220,5.940.492.553,(3.158.391.521),4.030.831.252,1248730220.0,5940492553.0,-3158391521.0,4030831252.0
