row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Phải thu khách hàng,Phải thu khách hàng,Phải thu khách hàng,69.267.144.159,(55.860.339.072),61.012.622.391,(51.649.702.774),69267144159.0,-55860339072.0,61012622391.0,-51649702774.0
Doanh nghiệp tư nhân Trung Đông,Doanh nghiệp tư nhân Trung Đông,Doanh nghiệp tư nhân Trung Đông,3.520.000.000,(3.520.000.000),3.520.000.000,(3.520.000.000),3520000000.0,-3520000000.0,3520000000.0,-3520000000.0
Maxwill (Asia) Pte Ltd,Maxwill (Asia) Pte Ltd,Maxwill (Asia) Pte Ltd,3.508.884.959,(3.508.884.959),3.508.884.959,(3.508.884.959),3508884959.0,-3508884959.0,3508884959.0,-3508884959.0
Các khách hàng khác,Các khách hàng khác,Các khách hàng khác,62.238.259.200,(48.831.454.113),53.983.737.432,(44.620.817.815),62238259200.0,-48831454113.0,53983737432.0,-44620817815.0
Phải thu khác,Phải thu khác,Phải thu khác,9.493.224.609,(9.493.224.609),9.493.224.609,(9.493.224.609),9493224609.0,-9493224609.0,9493224609.0,-9493224609.0
Ông Đỗ Văn Tâm,Ông Đỗ Văn Tâm,Ông Đỗ Văn Tâm,3.500.000.000,(3.500.000.000),3.500.000.000,(3.500.000.000),3500000000.0,-3500000000.0,3500000000.0,-3500000000.0
Phải thu các khoản chi hộ,Phải thu các khoản chi hộ,Phải thu các khoản chi hộ,3.659.656.462,(3.659.656.462),3.659.656.462,(3.659.656.462),3659656462.0,-3659656462.0,3659656462.0,-3659656462.0
Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,Phải thu các tổ chức và cá nhân khác,2.333.568.147,(2.333.568.147),2.333.568.147,(2.333.568.147),2333568147.0,-2333568147.0,2333568147.0,-2333568147.0
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,6.952.470.036,(6.952.470.036),6.952.470.036,(6.952.470.036),6952470036.0,-6952470036.0,6952470036.0,-6952470036.0
Công ty TNHH MTV Nông sản Tân Thái Phong,Công ty TNHH MTV Nông sản Tân Thái Phong,Công ty TNHH MTV Nông sản Tân Thái Phong,2.640.025.020,(2.640.025.020),2.640.025.020,(2.640.025.020),2640025020.0,-2640025020.0,2640025020.0,-2640025020.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,4.312.445.016,(4.312.445.016),4.312.445.016,(4.312.445.016),4312445016.0,-4312445016.0,4312445016.0,-4312445016.0
Cộng,Cộng,Cộng,85.712.838.804,(72.306.033.717),77.458.317.036,(68.095.397.419),85712838804.0,-72306033717.0,77458317036.0,-68095397419.0
