row_label_raw,row_label_full,Phải thu lợi nhuận từ hợp tác đầu tư và lãi cho vay (Thuyết minh V.6),Số cuối năm > 9.775.286.114,Số đầu năm > 7.049.692.326,numeric__Số cuối năm > 9.775.286.114,numeric__Số đầu năm > 7.049.692.326
Công ty Cổ phần FIT Cosmetics,Công ty Cổ phần FIT Cosmetics,Công ty Cổ phần FIT Cosmetics,1.179.945.205,1.039.397.260,1179945205.0,1039397260.0
Công ty Cổ phần Today Cosmetics,Công ty Cổ phần Today Cosmetics,Công ty Cổ phần Today Cosmetics,6.737.057.393,6.010.295.066,6737057393.0,6010295066.0
Công ty Cổ phần Đầu tư Tây Đô Cửu Long,Công ty Cổ phần Đầu tư Tây Đô Cửu Long,Công ty Cổ phần Đầu tư Tây Đô Cửu Long,1.781.214.519,-,1781214519.0,
Ông Võ Đình Bảo (*),Ông Võ Đình Bảo (*),Ông Võ Đình Bảo (*),77.068.997,-,77068997.0,
"Các khoản thu hộ, chỉ hộ (Thuyết minh V.6)","Các khoản thu hộ, chỉ hộ (Thuyết minh V.6)","Các khoản thu hộ, chỉ hộ (Thuyết minh V.6)",253.400.844,253.400.844,253400844.0,253400844.0
Công ty Cổ phần FIT Cosmetics,Công ty Cổ phần FIT Cosmetics,Công ty Cổ phần FIT Cosmetics,253.400.844,253.400.844,253400844.0,253400844.0
Phải trả người bán (Thuyết minh V.17),Phải trả người bán (Thuyết minh V.17),Phải trả người bán (Thuyết minh V.17),3.284.176,-,3284176.0,
Công ty Cổ phần FIT Cosmetics,Công ty Cổ phần FIT Cosmetics,Công ty Cổ phần FIT Cosmetics,3.284.176,-,3284176.0,
