row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu cung cấp dịch vụ,01,22,343.201.504.436,336.844.707.581,,1.0,22.0,343201504436.0,336844707581.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,,1.460.500,6.209.729,,2.0,,1460500.0,6209729.0
3.,3.,3.,Doanh thu thuần về cung cấp dịch vụ (10=01-02),10,,343.200.043.936,336.838.497.852,,10.0,,343200043936.0,336838497852.0
4.,4.,4.,Giá vốn dịch vụ cung cấp,11,23,269.399.108.366,269.171.569.626,,11.0,23.0,269399108366.0,269171569626.0
5.,5.,5.,Lợi nhuận gộp về cung cấp dịch vụ (20=10-11),20,,73.800.935.570,67.666.928.226,,20.0,,73800935570.0,67666928226.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,25,14.347.362.462.056,10.300.211.056.695,,21.0,25.0,14347362462056.0,10300211056695.0
7.,7.,7.,Chỉ phí tài chính,22,26,170.876.487.419,-,,22.0,26.0,170876487419.0,
,,,- Trong đó: Chi phí lãi vay,23,,170.875.684.935,-,,23.0,,170875684935.0,
8.,8.,8.,Chỉ phí bán hàng,25,,15.318.330,3.114.692,,25.0,,15318330.0,3114692.0
9.,9.,9.,Chỉ phí quản lý doanh nghiệp,26,27,176.095.070.533,121.220.079.522,,26.0,27.0,176095070533.0,121220079522.0
10.,10.,10.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22)-(25+26)),30,,14.074.176.521.344,10.246.654.790.707,,30.0,,14074176521344.0,10246654790707.0
11.,11.,11.,Thu nhập khác,31,,44.122.137,1.951.218.294,,31.0,,44122137.0,1951218294.0
12.,12.,12.,Chỉ phí khác,32,,51.028.323,1.205.536.901,,32.0,,51028323.0,1205536901.0
13.,13.,13.,(Lỗ)/lợi nhuận khác (40=31-32),40,,(6.906.186),745.681.393,,40.0,,-6906186.0,745681393.0
14.,14.,14.,Tổng lợi nhuận kế toán trước thuế (50=30+40),50,,14.074.169.615.158,10.247.400.472.100,,50.0,,14074169615158.0,10247400472100.0
15.,15.,15.,Chỉ phí thuế thu nhập doanh nghiệp hiện hành,51,28,-,-,,51.0,28.0,,
16.,16.,16.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,14.074.169.615.158,10.247.400.472.100,,60.0,,14074169615158.0,10247400472100.0
